company,post_time,date_retrived,post,reaction_count,repost
Automated,1mo,2022-06-06,"Automated Solutions Australia (ASA) is geared towards providing your organisation with bespoke training solutions. This training can be customised to your site and includes programming, electrical and mechanical maintenance, troubleshooting and safe equipment operation. Training is customised through a detailed analysis of customer needs, customisation of standard product classes and the development of specialist training materials to address unique customer needs. ASA also supports remote programming. Want to chat to one of our programming experts about upskilling your people? Call us on 1800 ROBOTS.Or reach out via this link: https://lnkd.in/gf65Z3TP#automation #mythbustingmonday",8,0
Automated,1mo,2022-06-06,"The Problem:  Our client, a precision engineering and machining company needed their existing Okuma LB4000 lathe to run unattended for long production runs. Our Solution: The solution had to be a cell with a real focus on autonomy. A Fanuc R2000iC/125L robot was deployed for the task, outfitted with an ATI gripper changeover device that allowed the robot to change grippers automatically based on the part configuration without manual intervention. The robot moved to the three jaw gripper when handling billet parts, and seamlessly back to the two jaw gripper for handling bar stock. The system is designed to use pallets with changeable profiles for easy arrangement and location of blank parts. Machined parts are returned to the pallets and can be replenished during production. Bar stock enters the cell through a bar feeder but an inclined feeder and decline exit chute remains an option that may be utilised in the future. The cell controller incorporates ASA’s easy-to-use robotic machine tending interface, which allows the operator to simply program new products by entering some basic setup dimensions, which the robot can then interpret into a functional program. You can read more here: https://lnkd.in/gYzXvNVmGot a problem? We may have the solution.  Phone 1800 ROBOTS to speak with one of our subject matter experts.#automation #problem #solution #solutionwednesday",5,0
Automated,1mo,2022-06-06,"#focusfridayRobot in Focus: M-900iB/330LWhy we love it: When heavy payloads demand it, this guy is the go-to stiffness specialist. The M900 is designed for processes that put a lot of pressure on the tooling, delivering a high degree of accuracy on applications where precision is essential. With a horizontal reach of 3203mm and vertical reach of 3549mm, this 6-axis robot is the perfect solution for heavy spot welding and material handling applications such as palletising. One thing we love about the M-900 range is that the reducer at the end of J4 keeps the whole J3 arm stationary and axis 4 rotates at the end of the arm.Want to know more about what higher rigidity under heavy loads can do for you? Call 1800 ROBOTS.#FANUC #automation",7,0
Automated,2mo,2022-06-06,"And at this point, the flashing red skull on Rusty’s chest was more likely the alert that he was in dire need of a service. Just like a car, your robots need regular servicing. Robots often operate 24 hours a day, for extended periods, and just like cars, they have prescribed maintenance routines to maximise their longevity. Annual servicing of your FANUC robots can help with predictive and preventative maintenance, reducing the Mean Time Between Failures (MTBR). We check for cable wear, any wear in joints, replace encoder batteries and CPU batteries so your robot doesn’t lose it’s mind when it loses power, and many other things. ASA specialise in FANUC robot servicing, from a simple annual service, to a complete 25,000 hour inspection and rebuild.Has your robot had its annual service? It’s not too late to book. Call 1800 ROBOTS#mememonday #automation #solution #service #fanuc",7,0
Automated,2mo,2022-06-06,"The Problem: Our customer, a leading producer of high pressure and compact laminate and wet-area panelling, was using a tedious manual process to inspect panels of various sizes, involving an excessive amount of manual labour. They required a system that could increase both the speed and efficiency of their processes to meet continued market growth demands.Our Solution:  ASA installed an automated manufacturing cell, employing a Fanuc R2000iC/270F robot complete with a vacuum gripper enabling it to perform multiple operations.  With a reach of 2655mm and payload of up to 270kg, our client achieved maximum throughput while maintaining a highly versatile solution. The cell has the ability to cut all panel configurations, while providing a consistent and quality outcome at speed.You can read more about it here: https://lnkd.in/ewHxgHRGot a problem? We may have the solution.  Phone 1800 ROBOTS to speak with one of our subject matter experts.#problem #solution #automation",6,0
Automated,1mo,2022-06-06,"#focusfridayRobot in Focus: LR Mate 200iD Why we love it: Who doesn’t love a little guy? The FANUC LR Mate series is designed around human-arm sized applications, so this little guy is at home on a table top, but what we really love is his versatility. There are food and beverage, clean room and wash proof configurations of this robot, which can also be outfitted with vision and force sensing software. And he doesn’t mind being hung from the wall, floor, ceiling, or even being angle mounted. This compact 6-axis robot features a reach of 717mm and payload of 7kg, with a repeatability of 0.01 mm. Its powerful servo motors and rigid arm deliver short cycle times coupled with high acceleration, resulting in improved productivity and performance. FANUC LR Mate mounting options allow for more flexible cell designs, a more robust work envelope, and the ability to run several robots close together. Think this compact solution could be the right fit for you? Call 1800 ROBOTS to find out more.#FANUC #automation",9,0
Automated,1mo,2022-06-06,"The team at ASA wishes you all a happy and safe Easter long weekend. When a certain bunny has a very busy schedule ahead and precision and chocolate are the order of the day, we are confident the LR mate 200iD is the perfect robot to take care of business for him.",7,0
Automated,1mo,2022-06-06,"Problem:  A global supplier of carbon fibre wheels needed to automate a previously manual deflash process by removing excess resin and fibre using files and sandpaper. Manual removal is very labour intensive and poses the potential for injury as the resin in certain parts of the wheel has the propensity to be thick and sharp. The process was also susceptible to operator variability in the outcome.Our Solution: ASA deployed cutting-edge 6-axis force sensing and profiling technology from FANUC for part for path generation. The M710iC/50 robot was chosen for the task, complete with Fanuc Foundry option for Severe Liquid and Dust Protection, providing an IP56 protection on the main body of the robot, and IP67 on the outer arm and wrist. A single axis positioner table was installed and controlled as an integrated axis of the robot for improved accuracy and control. A sub floor dust collection extraction system was integrated into the solution. The robot was outfitted with Fanuc’s integrated Force Sensor, coupled to a Pushcorp Spindle tool featuring an Automatic Tool Changer (ATC). The cell featured a seven-position tool rack, allowing tools to be automatically changed mid-process for maximum flexibility, whilst also automatically re-calibrating tools. For new path programming, the robot is directed to a spoke “window” and then set to create it’s own path by moving to an adjacent edge, and then profile tracing the window. This method is used to create the nominal path, which is traced in production with the actual cutting tool applying force feedback, provided by the integrated force sensor. Before machining, the force sensor allows the robot to accurately probe the wheel by touching several predefined locations to judge if the wheel loaded corresponds to the program it is about to perform, accurately measuring the orientation of the wheel, and then adapting the process to the actual orientation. Got a problem? We may have the solution.  Phone 1800 ROBOTS",9,0
Automated,2mo,2022-06-06,"#focusfridayRobot in Focus: FANUC’S R2000iC/270FWhy we love it: Its versatility, capability in heavy payload application, and up-time. With floor space in mind, designed as a great all-rounder for use in materials handling, machine tending and spot-welding applications, the R-2000iC/270F is a six axis floor or rail mounted brute. It has the highest payload of the mid sized Fanuc R2000 lineup, a whopping 270 kg. And if the reach of 2655 doesn’t quite get there, it’s long arm version can reach to 3100 before you even factor in the gripper attachment.The R-2000iC/270F has established itself as a market leader in performance and uptime, with Automated Solutions Australia using it for numerous customer applications. We love this robot so much we’ve installed 6 of them, some on the floor, some on rails in the last couple of years.Are you ready to automate your manufacturing processes? 1800 ROBOTS#automation #FANUC #focusfriday",13,0
Automated,2mo,2022-06-06,"The Problem: Due to an increasing supply volume, our customer, a manufacturer of precision technical ceramic components, needed to increase their manufacturing efficiency and equipment up-time. Our Solution:  ASA designed a bespoke robot gripper, using two Schunk 3-jaw grippers with very fine, customised jaws, supporting movement of the delicate ceramic components into and out of the machining cell. Due to multiple existing software platforms that needed to be retained, our Controls Engineers were challenged with the task to find a way to communicate and integrate into the customer’s existing equipment. Using an Allen Bradley PLC system and customised Human Machine Interface (HMI), we were successfully able to tie our controls interface to the existing machine to ensure the integration of new to old was complete. The addition of a Fortress Key system was integral to ensuring the operator could safely halt the robot and enter the cell to perform essential maintenance functions. Got a problem? We may have the solution.  Phone 1800 ROBOTS to speak with one of our subject matter experts.#manufacturing #automation #solutionwednesday",13,0
Automated,2mo,2022-06-06,"#focusfridayRobot in Focus: M-710iC/20MWhy we love it: The M710iC/20M’s slim arm and wrist assemblies minimize interference and make it easy to get into and out of tight situations. These models can be configured to be entirely IP67 protected when equipped with FANUC FoundryPro or SE options, making them ideal for use in harsh environments. What’s more, its ability to reach overhead and behind provides this industrial robot with one of the largest work envelopes in its class.The flexibility of the M710 means that the system can be ceiling and angle mounted, enabling easier access and a maximised work envelope. The -20M variant features a 2582 mm working envelope and repeatability to an accuracy of ± 0.06 mm. With workspace at a premium, it is ideal for sealing and dispensing applications, as well as polishing and deburring when fitted with a FANUC Force Sensor.Want more information? Call one of our experts on 1800 ROBOTS.#FANUC #automation",8,0
Automated,2mo,2022-06-06,"..And at this point, Rusty the Robot found himself with a flashing cursor and nowhere to go. Don’t let your robot become Rusty. At ASA, we can help you optimise or redeploy your Fanuc robot automation through customised and bespoke solutions. Call the specialists in robotic automation of your manufacturing processes. Call 1800 ROBOTS#automation #solutions #manufacturing #mememonday",6,0
Automated,2mo,2022-06-06,"An adaptable machine tending solution is important, underpinned by foresight and flexibility in the design phase to get this right. At ASA, we often install robots with gripper changers but recently installed a robot that automatically changes its gripper, chuck jaws in the main and sub spindle and also changes over Capto 5 tools in the lower turret of an Okuma Multus machine tool. It does this based solely on what parts are scheduled and presented to the robot by an AGV. WOW, talk about adaptable! Change over grippers, jaws and tools, which move seamlessly between a two jaw and three jaw chuck, facilitating small batch sizes, product change and continuous operation through the night. We’ve completed other systems with an extensive tool library, which automatically re-calibrate after use. Got a question regarding production volumes of any size? We may have the answer you’ve been looking for. Challenge us at 1800 ROBOTS#automation #solution #manufacturing #mythbustingmonday",7,0
Automated,2mo,2022-06-06,"Automated Solutions Australia congratulate Todd Gordon on receiving our inaugural Top Gun of the Year award, for best pilot and wingman on a project. Todd has built a reputation for himself as a talented Software Engineer. Todd is extremely easy going while his work ethic onsite gets results. He is held in very high regard by Project Managers whom have had the pleasure of working with Todd, always requesting him on their next project. A genuine heart-felt thanks from the team at ASA, to our well-deserved winner for 2022.",18,0
Automated,3mo,2022-06-06,"Our Australian Business Unit GM Nathan Jones and Project Manager Troy Holmes thoroughly enjoyed another great event hosted by the Defence Teaming Centre at Lot Fourteen. This networking event provided the opportunity to bring together DTC Members and the wider defence industry community, with decision-makers and Prime Contractors.",21,0
Azzo,4,2022-06-06,"It’s fantastic to finally be back at conferences again, kicking off Microgrid Knowledge 2022 in Philly with our new interactive stand that highlights AZZO’s EnergyX philosophy, lifecycle services, and IoT platform. Stop by to have a great conversation with our US Directors Glenn Kwederis and Jason Heindel at Stand #3 in the main hall. We are also delighted that our CEO James DiLiberto was able to travel across the world with Adam Fletcher from Deakin University to join them and also present their Renewable Energy Microgrid case study tomorrow at 2pm. #renewableenergy #microgrids #ecoxpert",43,0
Azzo,1,2022-06-06,"Thank you to everyone at Microgrid Knowledge, especially Elisa Wood and Kevin Normandeau, for putting on such a wonderful conference and having our CEO James DiLiberto and Deakin University's Adam Fletcher present on their Renewable Energy Microgrid. It was great to be alongside Justin Nieves, PMP from Scale Microgrid Solutions presenting on Gallaudet University's microgrid and Duke Energy Corporation's Wayne Johnson and John Igo of Mainspring Energy talking on their linear generator at University of Central Florida. We learned a lot from everyone and hope what we shared was helpful in increasing the adoption of #microgrid technology everywhere. See you next year in Anaheim! #ecoxpert",16,0
Azzo,3,2022-06-06,"On behalf of AZZO USA and Deakin University, we would like to thank Jana Gerber and Schneider Electric for hosting a wonderful VIP ""Jeffersonian Dinner"" at Microgrid Knowledge 2022 where many constructive discussions took place over a lovely meal. It was very well facilitated and an all-around solid idea. - James, Glenn, Jason and Adam. We are looking forward to our second day and presenting the case study tomorrow in the afternoon session. #microgrids #ecostruxure #ecoxpert #renewableenergy",62,0
Azzo,1,2022-06-06,"We really appreciated all of those who visited our stand with engaging conversations and inspiring stories. You can download all* of the case studies and brochures, as well as re-watch the videos that were playing on our Microgrid Knowledge 2022 resources DOWNLOAD page below.*sorry, you cannot download the free solar+BESS islandable ""microgrid-in-a-box"" which we were giving away. You will have to come to the next conference to get one of those. :-)",19,0
Azzo,1w,2022-06-06,"We are delighted to announce that AZZO has won the 2022 Project of the Year award at the Schneider Electric #DigitalPower Champions Summit (aka Critical Power #EcoXpert Masters Conference) in Grenoble, France. Our CTO Dan Wall presented on and received the award for the #EcoStruxure Power full-stack implementation including HV SCADA, Power Monitoring, Digital Twin and Operational Control System at Deakin University's #RenewableEnergy #Microgrid at Waurn Ponds, VIC, Australia. The project was designed and built by Next Generation Electrical's amazing team led by Nathan Pope, Tim Rule, Julian Hampton, and Murtaza Lukmanjee in collaboration with AZZO, GSES Global Sustainable Energy Solutions, Nextracker Inc., SMA Australia, BYD, Beon Energy Solutions and many others without which this award would not have been possible. Congratulations to all who were involved in making this a successful project.Thank you Jen R., Sophie Borgne, Aziz Mehdaoui and the amazing team who put this event on. #ecostruxure #ecoxpert #criticalpower #digitaltwin #solarfarm #microgrids",128,0
Azzo,3mo,2022-06-06,"Last week James DiLiberto enjoyed supporting the wonderful Special Olympics Australia fundraising event with Ross Millen and some of the MILLENS team. What a great organization, creating meaningful and highly memorable experiences to build the lives of those with intellectual disabilities with normalized competitive benchmarks. Their stories and abilities are inspiring. Being hosted at one of AZZO's most advanced Utilities Management projects in Australia, the Melbourne Cricket Ground, created some great opportununities to tell the athletes what we do in the energy space and the difference it makes on the energy footprint of the facilities they compete in. #fundraising #intellectualdisabilities #specialolympics",32,0
Azzo,2w,2022-06-06,"This morning's article in The Australian puts things into a challenging relative perspective - Australia had the highest coal power emissions per capita among the world’s major economies in 2021. Without nuclear or any large hydro base generation, coal remains the backbone of our grid and the reason for our #1 position. However, the article demonstrates significant improvement in the #cleanenergy ratio due to our #renewableenergy boom over the past 2 years and this weekend's election result showed the country's desire for policy that will accelerate that even more. AZZO's vision and passion is bringing technology together to enable global energy transformation and we're very proud of our teams for playing such a key part in both Utility and C&I projects which are achieving Australia's #climateaction goals. #ecoxpert #criticalpower #operationaltechnology #cybersecurity",24,0
Azzo,2w,2022-06-06,"Welcome to the team Lucas Scodellaro...and a big happy birthday too! What a great way to start this new chapter with AZZO in the Melbourne projects team with your first #cakeableoffence. Well done! Having a background in several industries including Power Systems, Process Automation and Building Automation, Lucas is passionate about the #energytransformation and brings with him a focus on #cybersecurity as an ISA/IEC 62443 Cybersecurity Fundamentals Specialist (certified).Outside of work, he is an avid Trail Runner, competing in races around Victoria, AUS and you may also find him playing snooker at the local pool halls or just finding new and interesting places to explore with his partner. #welcometotheteam #ecoxpert #energymanagement #engineeringlife",86,0
Azzo,6mo,2022-06-06,"In the season of gift giving, we were reminded this week that one of the most rewarding things to share is insight. It’s the joy of seeing 💡moments happen when knowledge and experience are transferred through relevant examples. Our CEO and Principal Engineer James DiLiberto recorded a training module with Belinda Lam and Alexandra Beza from GSES Global Sustainable Energy Solutions for their upcoming #solar + #batterystorage course to be offered on Engineering Education Australia in 2022.In a series of interview segments on “Real-World Applications and Common Mistakes”, they discussed many pitfalls and key considerations around power metering installation, remote monitoring software, fibre/ethernet communications￼￼, and inverter control referencing Deakin University’s Microgrid case study as the worked example. Even a simple meter installation like the one shown below can have at least 5 fundamental mistakes which will impact the accurate monitoring and intended operation of a renewables system. As a Fellow of Engineers Australia, James along with the AZZO Executive team are committed to thought leadership and sharing best practices to improve professional engineering standards and installation quality across our industry as we enable global energy transformation.#training #renewables #professionalengineers #professionaldevelopment",62,0
Azzo,1mo,2022-06-06,"We are excited to welcome Ethan Vodak to AZZO USA as an Application Engineer in the Projects team. Ethan's experience with #powermonitoring and #energymanagement systems provides a solid foundation for a career path into #microgrids and #renewableenergy. With a shared passion for solutions tailored to client needs, Ethan will work closely with the AZZO Digital team to maximize value and create compelling customer experiences.Ethan is a lover of baseball and an avid snowboarder who spends lots of time outside exploring the local area on his electric bike and OneWheel. He is someone who like to try new things and gaining life experiences. In his own words, ""I truly just want to live life to the fullest and do as much as possible while I am alive.""#welcometotheteam #ecoxpert #renewableenergy #microgrids",78,0
Azzo,1mo,2022-06-06,"It's official! AZZO's CEO James DiLiberto will be joined by Deakin University's Adam Fletcher as co-speakers at Microgrid 2022: Microgrids as Climate Heroes, a two-day conference in Philadelphia, USA designed for businesses, institutions, and communities that are curious about how microgrids can benefit them and focuses on how microgrids keep power flowing during #climatedisasters, while also fostering cleaner, cheaper and more equitable #energy. AZZO will be #exhibiting in the main hall where you will be able to see some fantastic live project demos and discuss our experiences as a microgrid #systemsintegrator.James and Adam will be speaking on June 2 (2:45-3:45pm) and participating in the follow up panel discussion about their experience with planning, building, operating, and digital twin modelling the utility-scale tracking #solarfarm with #batterystorage as a grid-connected #renewables #microgrid. Read more about the project here: https://lnkd.in/gdsWw3XkThe conference will feature panel discussions on a range of topics and offer case studies about microgrids for business, schools, agriculture, government, transportation and utilities. Learn about the latest innovations and what the future holds for microgrids. Hosted by Microgrid Knowledge, the June 1-2 event will feature panel discussions and breakout sessions with some of the top experts in microgrids. Check out the agenda, and register free of charge here: https://lnkd.in/gifztTpa#microgrids #microgrid2022 #ecoxpert #renewableenergy",29,0
Azzo,2mo,2022-06-06,"With our recent success in securing numerous major projects across the USA and Australia, AZZO is inviting passionate driven individuals of all experience levels to respond to our #eoi call for numerous upcoming roles being posted this month. (USA roles already posted, AUS roles to follow) Please submit your details via the form on our Careers page below and we will reach out and connect!AZZO is an award-winning leader in energy management, electrical engineering, power automation and digital systems. We deploy the most demanding, business-critical solutions and integrations all over the world, wherever advanced energy management systems are required. Our #vision is to bring technology together to enable global #energy transformation and we would love to have you on our team!#hiringengineers #ecoxpert #energyefficiency #renewableenergy",29,0
Azzo,2mo,2022-06-06,"Congratulations to The Impact Awards 2022 winners - Energy Exemplar and Fivecast along with our fellow 11 exceptional finalists on Wednesday night including Dominant, escient, Foxie Games, NDE Solutions Pty Ltd, Nuago, PSD Energy, Seed Terminator and Southern Design Group- who were all recognised along with us for their contributions to the #SouthAustralian economy.It was also quite the surprise and with great thankfulness that James DiLiberto, on behalf of the AZZO executive and management group, was awarded a formal scholarship from the Australian Centre for Business Growth to accelerate AZZO's plans for global expansion and further commercialisation of our #EnergyX #IoT platform.We also congratulate the other scholarship recipients : Douglas Bolzon, Dominant received the South Australian Leaders scholarship; Emily Bradley, Southern Design Group received The CEO Institute scholarship; and Kimal Singh, NDE Solutions Pty Ltd also received a scholarship from the Australian Centre for Business Growth.Thank you so much to all of the sponsors and supporters - Australian Centre for Business Growth; Consilium Technology; Australian Industrial Transformation Institute; Seeley International Pty Ltd; Kain Lawyers; The CEO Institute; South Australian Leaders; Gravity Creative; The Self Made Theory; Advanced Focus (Australia); and Adept Technology #TheImpactAwards #SouthAustralia #economy #growth #jobs",101,0
Azzo,2mo,2022-06-06,"It's been a big week in IT/OT #cybersecurity news - in particular for the #energy space, as mentioned in this CNN article. As part of the invisible conflict with the West over the devastating war against Ukraine, countries like AUS and USA are being put on high alert for #cyberattacks from Russia against our critical energy infrastructure (generation and distribution) and have been officially put on notice for maturing their cybersecurity posture. Of amazing note is this week's official White House statement by #POTUS Joe Biden on the Nation’s Cybersecurity Resiliency https://lnkd.in/gNqWxzKqAZZO's customers and partners can be reassured that we take this very seriously and continue to design, deploy, and support mission critical OT solutions using hardware and software designed to #IEC62443 and #nistcybersecurityframework SP 800–82 standards. We can also offer Security Operations Center (SOC) and Security Information and Event Management (SIEM) for AZZO systems, which we highly recommend our customers to consider if not already implemented.  We are also now certified to #ISO27001 Information Security across all companies in the AZZO Group in Australia and the USA demonstrating our committment to protect the data and intellectual property held in our care. Watch this space for more announcements and news on this topic next week!#ecoxpert #operationaltechnology #informationtechnology #informationsecurity #energyinfrastructure",16,0
Azzo,2mo,2022-06-06,"As #cybersecurity risks continue to grow around the world, we are pleased to announce that AZZO has achieved our fourth ISO certification for the ISO 27001 cybersecurity standard. This represents an important milestone in our ongoing journey to deliver secure, best-in-class power & energy management systems.",54,0
Azzo,2mo,2022-06-06,"We are very excited to be hiring in both Australia (Adelaide, Melbourne, and Sydney) and the USA (Boston, NYC) as our projects and services delivery teams continue to grow with energy transformation happening all around us. There's never been a better time to hop on board. Apply at the links on our website's careers page!#hiring #engineeringlife #jointheteam",17,0
Azzo,2mo,2022-06-06,"Earlier this month, AZZO Australia's national business unit managers and Executive team were finally able to fly to one place - beautiful #McLarenVale SA - for a much needed leadership summit. Having all the team together in person, away from the office, and in a fresh environment (not on Teams!) allowed for open-minded creative discussion, leadership workshops, 360° feedback, and strategic planning activities.Although AZZO is sectioned into Sales, Operations, Projects, Services, and Digital departments, one key strength of the company is our committment to weekly, quarterly, and annual ""cross-silo leadership"" collaboration activites for business continuity and overall alignment.  As this great Harvard Business Review article put it ""Today the most promising innovation and business opportunities require #collaboration among functions, offices, and organizations. To realize them, companies must break down silos and get people working together across boundaries."" - HBR #leadershipdevelopment #strategicalignment #ecoxpert #businessandmanagement #collaborationiskey",22,0
Azzo,2mo,2022-06-06,"As our Australian business continues to grow, so has our need for greater project and business adminstration. After a successful period of temporary work supporting AZZO in Q1 2022, we have increased business unit efficiency and streamlined numerous key proceeses arising from the great work done by Paul Barker. Today we are pleased to have welcomed him as a permanent member of the Services team. Paul is an avid gardener and loves to travel off the beaten track – Thailand, Vietnam and Cambodia with passion for the history, food and the friendly locals. #welcometotheteam #ecoxpert #businessadministration #projectadministration",31,0
Azzo,4mo,2022-06-06,"We are pleased to announce that AZZO will once again be Gold sponsors and exhibitors of the Microgrid Knowledge Conference June 1-2, 2022 where we will be together in person (actually?!) with microgrid industry leaders in the amazing city of Philadelphia, PA, USA. We can't wait for the dynamic discussions and exchanges with suppliers, partners, and customers as we share case studies, best practices, and reflections on the latest microgrid technologies.We really enjoyed speaking and exhibiting virtually last year where one of our projects took out a Greater Good Award (https://lnkd.in/g7MxZvu) and we are hoping to post more in the months leading up with more exciting details of our presence at #MGK2022 this year.Register today below! #microgrids #renewableenergy # #scienceandenvironment #conferences #ecoxpert #digitalpower",10,0
Azzo,1mo,2022-06-06,"Congratulations to our CEO James DiLiberto for being formally inducted by Engineers Australia as an Engineering Executive (EngExec). This post nominal is an invitation-only credential, reserved for members who have played a significant role in driving leadership and management as engineering professionals in Australia, holding executive positions in either the private or public sector.Engineers Australia uses a credential-based assessment and accreditation framework for leading engineers with a proven track record of high competency in all units including Leadership, Change and Improvement, Processes, Products and Services, and Finance, Accounting and Administration. Congratulations James DiLiberto from the global AZZO team. We are grateful for your leadership and inspiration as a professional engineer.#ecoxpert #professionalengineer #executiveeducation",339,0
Azzo,4mo,2022-06-06,"AZZO's Jason Heindel has published an article in Electrical Construction & Maintenance Magazine ""The Top 5 Myths About Portable Metering"".  https://lnkd.in/eMh2pvuZ",14,0
Azzo,2mo,2022-06-06,"We are pleased to welcome Amal Martin to the AZZO SA team! Joining our Adelaide office as a Graduate Electrical Engineer, Amal will be part of the fast-growing Services team who ensure our customers are both well supported and achieving business success from the solutions we provide. As a Bachelor of Technology (Applied Electronics and Instrumentation) and a Master of Engineering (Electrical Power) Amal brings a great amount of knowledge which will benefit our customers and also inspire his collegues. He loves to travel and explore new regions and is an advocate for green lifestyle. He  believes “When the human life is connected to nature, then the human effort will be for conserving nature”.#welcomeaboard #ecoxpert #newhires #hiringengineers",79,0
Azzo,6mo,2022-06-06,"We join Felipe Kovacic and Davin Berelowitz in sharing this video to celebrate the amazing 1 year anniversary of a the achievement by TEC-C, University of Adelaide, and AZZO's SA engineering team on the Roseworthy Campus #microgrid project. It's been wonderful to watch Vikram Kenjle and UofA constantly push the boundaries in #energymanagment over all of these years we have walked side-by-side implementing and managing multi-campus energy with Schneider Electric's #EcoStruxurePower stack and AZZO's #EnergyX suite of custom add-ons and extensions.  Controlling a behind-the-meter HV Solar Farm + BESS #microgrid utilizing multiple storage chemistries (Lithium ION + Vanadium Flow) in a hybrid configuration has been challenging and rewarding, as our microgrid controller utilizes all of their individual DER strengths in real-time parallel operation while meeting SA Power Networks requirements for grid stability.Official post by TEC-C:https://lnkd.in/g3j7XmCGThe EPC case study can be seen found here:https://lnkd.in/gAkmeMix #microgrids #renewableenergy",19,0
Azzo,3mo,2022-06-06,"Designing an IoT architecture to deliver on a set of interdependent energy management objectives is a tough problem. The problem gets even tougher when we consider that markets & customer requirements will evolve & expand. Today’s customer might be focused on energy efficiency, but tomorrow, reliability & sustainability may be a concern.AZZO's Jason Heindel has published an article in Energy Central discussing design considerations for #iot architectures for the enablement of #energy and #power management systems.  A key takeaway from this article is that energy and power management systems need to cater for not only today’s needs but what the future will require and technologies will enable.https://lnkd.in/etq4YX8i",9,0
Azzo,5mo,2022-06-06,"WOW! The AlphaStruxure Energy-as-a-Service Brookville Smart Energy Bus Depot #EV #microgrid has been named one of the ""22 Most Intriguing Microgrid Projects to Watch in 2022"" by Microgrid Knowledge.AZZO is pleased to be partnering with AlphaStruxure and Schneider Electric to bring technology together providing the secure industrial #networking, #edge control #SCADA system, #EcoStruxure and #IoT Cloud Platforms which will deliver to Montgomery County Government the financial, sustainability, and reliability benefits of this microgrid.https://lnkd.in/gTHJJrkc",12,0
Azzo,3mo,2022-06-06,"We are honored to be among the finalists for The Impact Awards 2022 after AZZO passed through a rigorous process to be recognised for having exceptional capability to compete globally. Our Directors James DiLiberto and John Azzollini went through a comprehensive process of evaluation from judges who themselves are distinguished South Australian business leaders.The Impact Awards identify companies with the greatest potential to impact world markets and as we opened our first international expansion to the USA in 2020 and continue to export our technology and innovation to many countries around the world, this strategic objective is well underway. #entrepreneurship #southaustralia #ecoxpert #energymanagement",24,0
Azzo,3mo,2022-06-06,"As long-term supporters of the EV revolution, we are relieved to finally see this happening in Australia thanks to the hard work of the Electric Vehicle Council and Tim Washington/JET Charge. As our CEO James DiLiberto commented on his first #VICblackout video last year, whilst some of the latest AZZO Electric Vehicle fleet (Mitsubishi Motors Corporation Outlander PHEVs) do ""technically"" support vehicle-to-home (V2H) or vehicle-to-grid (V2G), for years a mix of regulatory and engineering hurdles have repeatedly pushed back the technology's rollout date.""A new kind of charger that allows an electric vehicle (EV) to be used as a giant home battery is close to going on sale in Australia, with the first commercial shipment to arrive within weeks.Unlike standard one-way EV chargers, bidirectional chargers can also discharge energy from an EV, which means they can be used to power a home (known as vehicle-to-home or V2H) and its appliances, or to export energy to the grid (vehicle-to-grid or V2G).""#electricvehicles #electricandhybridvehicles #evs #batteries #ecoxpert #nanogrids",33,0
Azzo,6mo,2022-06-06,What is a #Microgrid?  A microgrid it is an industrial #IoT control system running on an IT network.  That network must be #cybersecure but still allow access to the internet to allow for the benefits of IoT enablement.  How do you achieve those goals?AZZO's Jason Heindel Director of Solutions and Strategy - Americas has written a whitepaper in which he discusses microgrid #usecases and #cybersecurity considerations.https://lnkd.in/dyFMcEbX,12,0
Azzo,6mo,2022-06-06,"We were delighted to see that Vicinity Centres' Karratha project took out the Clean Energy Council 2021 Solar Design and Installation Award for over 240 kW due to the great work by Ashley Funnell, Dylan Palmer and Nelson Steer (AGF Electrical, Solgen Energy Group, ACE Electrical). For this 2.3 MW PV system, AZZO worked closely with Vicinity, the EPC, local installers, and Horizon Power to ensure that the monitoring, controls, and HV/LV SCADA were sufficient to remotely manage this rooftop power station to present and future connection requirements. The whole site is ""microgrid ready"" for future BESS integration and is also our first project with a real-time integration to Solcast (Solar Radiation Data Experts) providing its super rapid update forecasting into our control provision, enabling us to manage complex ramp-rate requirements for cloud cover changes. We recognize Chao Feng, Raymond Kilgariff, Shuli Jiao, Maja Gajic, Peter Ng, and Paul Robertson for their significant contributions during the lifecycle of this great project.#solarpower #microgrids #forecasting #renewableenergy",31,0
Azzo,7mo,2022-06-06,We are excited to share this latest blog written by AZZO USA's Jason Heindel where he shares some tips to consider when configuring resilient #microgrids and why they are an effective business resilience option for building owners.,13,0
Azzo,7mo,2022-06-06,"In our continous wave of posts about renewable energy and AZZO's work on microgrids, solar farms, and power quality - it's easy to forget the amazing traditional electrical software engineering work that our Australian and US teams do building Energy and Power Monitoring Systems (#EPMS) - many of which are for Facebook/Meta's global hyperscale datacentres around the world. In fact, at any given time, we may have up to 5 engineers working full time on many Facebook datacentre EPMSs, under the leadership of Anthony Scannelli. In partnership with Schneider Electric, we spent the last 4 years being a small part of the kind of forward thinking that Facebook exhibits in this application of #EcoStruxure. The below article gives you priviledged insight into just how amazing these projecst are and why.We want to give a special shoutout to James McTrusty, Robert Ward, John Nguyen, Glenn Kwederis, Justin Jones-Ellis, Kadin Law, and Norman Ospina for the amazing work you do. Also thank you to Brian Johnston, PMP for your leadership during a number of those years.#datacentres #powermanagement #innovation #ecoxpert",13,0
