post,reaction_count,repost_text,repost,company,post_time,date_retrived
"If you're interested in learning more from our founder Adam Grocke about how and why Sherlok became Australia’s first CDR representative, register for this free event 👇👇👇Details (and the link to register) are below – we can't wait to share more about our journey, thanks to FinTech Australia. You'll also hear from the CEO of Adatree Jill Berry and AssuranceLab Co-founder Erika Villanueva about the current state-of-play in CDR and what’s on the horizon for 2022.",4,"Until recently, access to CDR data has been pretty limited. But new access models have greatly reduced the barrier-to-entry for #cdr and open data is now a viable option for most businesses ⛓️Keen to hear more? We are bringing together some of the most respected names in #cdr to explore the new access models. CEO of Adatree Jill Berry and AssuranceLab Co-founder Erika Villanueva will talk us through the current state-of-play in #cdr and what's on the horizon for 2022. And CEO of Sherlok Adam Grocke will talk us through their journey to becoming Australia's first CDR Representative 🔒Visit here to learn more and book your slots today! 🎟️https://lnkd.in/d6qpa-yXThis is a free event – be sure to register for access!#CDR #opendata #openbanking #openfinance #fintech",1,Sherlok Loans,4mo,2022-06-07
"We're proud to be the first Australian business to access #OpenBanking under the CDR Representative model, thanks to Adatree. This allows us to provide mortgage brokers with powerful live data to help their customers reduce their current interest rate and make better-informed home loan decisions.#Sherlok #FinTech #ConsumerDataRight",0,"Kicking off 2022 with a huge announcement: introducing Australia's first CDR Representative, Sherlok! This is important because this is the first time a company is part of the CDR without being accredited by the ACCC. If you want to leverage this new access model, bypass the accreditation timelines and leverage our turnkey solutions, get in touch! Read more: https://lnkd.in/gkPrmdKE #openbanking #representative #innovation #consumerdataright #datarecipient",1,Sherlok Loans,4mo,2022-06-07
"For all those interested in what's going on in the local #FinTech sector, check out the  FinTech Australia Ecosystem Map – of the four largest categories, Sherlok features in two of them 👇",2,"We are excited to announce the launch of our Ecosystem Map sponsored by Envestnet | Yodlee. This comprehensive, interactive map is free to use, consisting of companies categorized based on their services including #wealthtech, #insurtech, #regtech, #digitalbanking #digitalpayments and more 🗺️Sign up for free today and be a part of a diverse range of fintechs. ✍🏻To learn more, visit https://lnkd.in/dQubxnQ5#ecosystembuilding #fintechs",1,Sherlok Loans,4mo,2022-06-07
"Another Australian first for Sherlok: Australia's first-ever CDR Representative! This will be a gamechanger for the industry, allowing Sherlok to track interest rates in real-time, and fits perfectly into our single click refinance product for mortgage brokers.Thanks to Adatree, Jill Berry and Zach Williams for helping us on our CDR/open banking journey – read all about it here 👇👇👇#Sherlok #OpenBanking #MortgageBrokers #FinTech",8,"Adatree becomes gateway for companies wishing to access secure data, faster.#australianfintech #fintech #OpenBanking #ConsumerDataRight #CDR #data #banking #fintechnews Sherlok",1,Sherlok Loans,4mo,2022-06-07
“Sherlok just has an offshore team doing all the repricing behind the scenes”... myth BUSTED 💥As Adam says👇 there’s a time and place for outsourcing parts of your operations. There’s also a thing called AUTOMATION and it’s perfect for: ✅ Repetitive processes✅ Tasks that require punching data and number crunching✅ Processes subject to human error…aka almost all of the processes involved in client retention. We’ve automated all the time-consuming tasks so all that’s needed from brokers is a single-click to approve or action a reprice.  Got an assumption you want us to challenge us to de-myth? Ask it in the comments and we’ll get Adam to answer it (or bust it)! #MortgageBrokers #Fintech #Refinancing,3,"No matter how much I talk about it, people are always surprised that the grunt work of reprices and refis doesn’t have to be done manually – by brokers OR an offshore team.There’s a time and place for outsourcing certain processes, but that’s not how Sherlok works.When I was running my brokerage, I was constantly on the lookout for systems and processes to AUTOMATE so I didn’t always have to be at my desk.And that’s essentially what we’ve done at Sherlok – automated core client retention activities that just don’t need to be done manually – by anyone.",1,Sherlok Loans,1mo,2022-06-07
none,5,"Sherlok’s 1st birthday!! 🎊 It’s hard to believe that this time last year we founded our full time team (just 3 of us). It’s been one hell of a ride and I’m so proud of the team (now 16) and what we’ve achieve so far. Most importantly, how we’re helping #mortgagebrokers to be the hero for their clients. Dream big, start small and change the game. #reprice #refinance #sherlok #mortgagebroker",1,Sherlok Loans,5mo,2022-06-07
"Psst, brokers – here’s some tips from our founder Adam on how to make sure your emails get opened, read, actioned and most importantly, REMEMBERED by your clients! 👇",5,"Hey brokers, are your clients *actually* reading your emails?Here’s three tips to grab their attention and get them to take action:👉 Make your main message the VALUE you add plus the ACTION you need from them >>> e.g. “I need you to complete this paperwork so that I can save you $2000 by repricing your loan”.👉 Cut to the chase >>> No more wishy washy emails. People are time poor and most likely skimming their inbox.👉 Sometimes an email alone won’t cut it >>> Send them an SMS too that warns them there’s something important landing in their inbox that needs their action.These tips apply to pretty much ANY service-based business.What else would you add? Let me know in the comments 👇#MortgageBrokers #HomeLoans #AustralianBrokers #Sherlok",1,Sherlok Loans,1mo,2022-06-07
Not sure how to have a conversation with your clients about rising interest rates? There’s some great tips in this video 👇,3,"Everyone’s talking about interest rates rising, and I know brokers are already fielding calls about it. Here’s how you can get on the front foot with your clients:1. Decide what retention activity you’re going to do on a daily or weekly basis (e.g. calling clients for a conversation) 2. Block out a daily or weekly slot in your calendar as non-negotiable retention client contact time3. Identify the five clients you’re going to contact each day/week. Then identify the next five, and the next five, and so on This is your chance to be the trusted advisor that your clients need right now. If you get on the front foot you can help guide them, before they seek help elsewhere  🙌Sherlok #ClientRetention #InterestRates #MortgageBrokers",1,Sherlok Loans,1mo,2022-06-07
"We’re thrilled to announce that we’ve partnered with Redrock Group to roll out our AI repricing and refinancing technology. Their 140+ brokers can now automatically reprice clients to a cheaper interest rate, keeping them happy for longer.#Sherlok #MortgageBrokers #Repricing #Refinancing",14,"A deal between Sherlok and Redrock Group has been finalised, introducing the AI technology to latter’s operations.http://ow.ly/c1Wm50HcNIU",1,Sherlok Loans,5mo,2022-06-07
Thanks Sandstone Technology for the feature! Check out our Founder & CEO Adam Grocke's responses to their #Fast5 questions on re-imagining the customer lending experience 👇👇👇#Sherlok #MorgageBrokers #AI #FinTech,4,"The lending landscape for banks, lenders, and brokers are constantly evolving, with customer expectation is driving change. We chatted to Adam Grocke, Founder & CEO of Sherlok, whose mission is to build Australia’s #1 AI platform to help mortgage brokers retain and refinance existing clients.  More recently, Sherlok also won the 'BEST HOME LOAN INNOVATION' award that was sponsored by Sandstone Technology, at the 6th Annual FinTech Awards 2021. The award recognised Sherlok for their innovation and use of #AI to predict and respond to customer behavior, enabling faster home loan processing and integrating with other exciting fintechs. Adam shares his insights into how technology innovation can re-imagine the lending experience. https://bit.ly/3FE0dAZ#sandstonetech #Fast5",1,Sherlok Loans,5mo,2022-06-07
"66.9% 🙌  That’s the total percentage of new residential home loans being written by brokers in Australia – a new record mortgage broker market share! As reported by Australian Broker, Mortgage and Finance Association of Australia (MFAA) CEO Mike Felton said that these milestone results reflect how brokers reacted to the pandemic and kept customers’ interests at heart 👏👏👏We’ve been saying that brokers are busier than ever right now, and these stats prove it! #Sherlok #MortgageBroker #Repricing #Refinancing",7,"We all know it's been crazy business for the broker channel this year, but nobody predicted it would be this crazy.Huge news coming out of the Mortgage and Finance Association of Australia (MFAA) this morning as CEO Mike Felton confirms that broker market share is now the highest it has ever been!https://lnkd.in/eiURF8Ey",1,Sherlok Loans,6mo,2022-06-07
"Startup rule # 1:  Don’t try to do everything yourself, find great partners instead 🙌#Sherlok #FinTech #StartUpLife",8,"[Effi's Home Loan Product Search API is now Live on Sherlok]We're excited to announce that Fintech Sherlok, Australia’s first and only automated repricing and refinancing platform for mortgage brokers, is using Effi's Product Search API to drive growth for their business and reduce their development overhead when it comes to accessing home loan product information.“Effi’s product search API has allowed our instant refinance comparison tool to match the lowest fixed and variable rate for each individual customer’s loan profile. This means brokers can run a refinance comparison instantly with just a single click. Having that accurate data mapping for loan products is critical to the Sherlok experience,” said Adam Grocke Since its launch this year, our Product Search API has been providing an unmatched level of transparency and a comprehensive picture of over 6000+ home loan products across 100+ lenders for mortgage brokers. As more features are added and data points tracked, we're continuing to expand our growth towards continued adoption across the industry. Read more here: https://lnkd.in/gf8RS7Ym If you'd like to access our product search API or have any questions about it, simply send us an email at support@effi.com.au and we'll do our best to help. #productsearchapi #fintech #mortgagebrokers #openbanking",1,Sherlok Loans,7mo,2022-06-07
Love this Dino Pacella - thanks for everything you do for brokers in Australia!,9,Shout out and special thank you to Adam Grocke and the team at Sherlok for sending me my very own Sherlok tee and cap.,1,Sherlok Loans,7mo,2022-06-07
We've been listed as one of Australia's Top 10 Fintech Startups to watch by StartupLanes.com 🎉There are over 800 Fintech companies in Australia – check out who else made the Top 10 (we're in great company!) 👇👇👇#Sherlok #MortgageBrokers #Fintech #Repricing,4,Congratulations !!! the entire team of Sherlok on being named one of Australia's Top 10 Fintech Startups on our list. Best wishes to the team & the startup.Read More Here:https://lnkd.in/gvRiMpepAdam Grocke Alexander Kiskin Dan Levy Sasha Baranikov Nola Paul Sebastien Wong Huw Dowden Stephanie Palombi Chris Hartley Alessandra Matias Greg Lawrie #investorsgroup #investor #investors #investement #investingstrategy #investing #invest #investingtips #startup #startups #startupecosystem #startupcommunity #startupjobs #startupgrowth #startupfunding #startupfounders #fintechstartup #fintech #fintechfinance #fintechfunding #fintechinnovation #fintechsolutions #fintechstartups #fintechindustry #fintechjobs #angelinvestor #angelinvestors #angelinvestment #angelinvesting #angelfunding #australian #australianeconomy #australianbusinesses #australianentrepreneurs #australiajobs For any Correction or Nomination reach out at shilpi@startuplanes.com,1,Sherlok Loans,7mo,2022-06-07
Are you attending a National Finance Brokers Day event next week? 🙋  We're proud to be an official gold sponsor of NFBD 2021! #Sherlok #MortgageBrokers #InterestRates #Repricing,6,"National Finance Brokers Day is thankful to have the dedicated support of Sherlok as an official gold sponsor of NFBD 2021.Sherlok is Australia’s first automated refinancing and repricing tool, built by brokers for brokers.Find out more about Sherlok by visiting their website - https://lnkd.in/gFVRzvK9Have you secured your virtual seat?🎫 - https://lnkd.in/gb69iuKYNational Finance Brokers DayWednesday 13 October 2021 #NFBD2021",1,Sherlok Loans,8mo,2022-06-07
Want to know what success looks like when mortgage brokers make client retention a priority?Check out our January results below👇,1,"Mortgage brokers... have you ever been laying awake at night thinking about all the clients in your trail book that you haven't spoken to in years. We're seeing brokers all over Australia generating leads from their trail book and saving their existing clients millions in home loan interest by using Sherlok to predict, retain and refinance. It really is a no brainer… but we get that it's a new concept to wrap your head around. What Sherlok is doing, has never been done before (we're pretty chuffed about that, but more chuffed at seeing the brokers winning as a result).Take January for example...the results were out of this world   Lowest rate achieve in Jan 1.99% Highest rate reduction 1.89% Highest annual savings for a single customer $6,581 Interest saved for brokers clients in Jan $1,475,916 #mortgage #mortgagebroker #predict #retain #reprice #refinance",1,Sherlok Loans,3mo,2022-06-07
"Shout out to the team at Athena Home Loans for putting the lack of lender loyalty in the spotlight 👏A whopping 82% of homeowners feel ripped off by the ‘loyalty penalty’ of new customers getting a better home loan deal than they do – and they have every right to feel that way. In fact, this week Sherlok repriced a broker’s existing client from 4.05% to 2.99% 😮Good brokers have their clients’ backs. No time to keep your clients at a competitive interest rate? Find out how Sherlok’s single-click repricing works and automate your customer retention: https://lnkd.in/gXwvFiB7#Sherlok #MortgageBrokers #InterestRates #Repricing",4,"Aussie homeowners have paid an estimated $9B in the last year in home loan loyalty penalties; the cost to loyal existing customers who don't get offered the same low rates new customers do.We think it's time for this to stop ❌In partnership with Core Data, we spoke to 1,000 homeowners and found that the vast majority of people (82%) say they feel ripped off by the loyalty penalty, whilst an overwhelming majority (91%) want new and existing customers to receive the same rate.You can read about the key findings of this report here: https://lnkd.in/gs4mrxMEAthena is the first lender to give new and existing customers the same rate and be loyalty penalty free 🥇 We're now calling on other lenders to follow our lead. #scraptheloyaltypenalty",1,Sherlok Loans,9mo,2022-06-07
"Brokers, this event is for you! 👇 Hear from a range of experts (including our own Adam Grocke)    about how to automate repricing, reduce run off, attract new clients and create new revenue streams. Click here to register ➡️ https://lnkd.in/gN8UJfb #Sherlok #Fintech #MortgageAdvice #Refinance #HomeLoan #InterestRates #MortgageBrokersAustralia #HomeLoansAustralia",3,"Looking forward to hosting this online event on Tuesday 27 July presented by Marketplace Finance.I’ll be joined by the below experts, who have kindly agreed to share their time and knowledge across their area of expertise, which will assist many brokers in attracting new clients, create new revenue streams and help reduce run off.. Alf Vasta - Head of Broker Distribution at MoneyPlace - 'How Personal Loans can help you convert more of your core business and create new market opportunities’Adam Grocke - Founder & CEO of Sherlok - 'How to use Artificial Intelligence to automate retention, repricing and lead generation'Gordana Bailey - Business Development Manager at Allianz Broker Australia - 'Protecting your customer whilst adding value to your business'Caitlin Stuart - Business Development Manager at Affordable Staff - 'How to save money, improve efficiency and grow your business through outsourcing'Rael Bricker  CSP - Culture Futurist and Business ExcelIence International Speaker - 'Selling in full colour'Get in quick by registering below, tickets are limited.REGISTER HERE - https://lnkd.in/gN8UJfb",1,Sherlok Loans,11mo,2022-06-07
Attention mortgage brokers 👇👇👇Keen to see how Sherlok works? Watch our demo-on-demand now:  https://lnkd.in/gPMgh4tM#Sherlok #MortgageBrokers #InterestRates #Repricing,5,"Sherlok's graph shows A WHOPPING 1% disparity in home loan interest rates as a consistent trend since 2016. That means the average Australian homeowner can save over $4,000 if they reprice their home loan. Lucky for you (if you have a #mortgagebroker) they can now reprice your home loan automatically using Sherlok...phew If you're a mortgage broker who's not using Sherlok, watch a demo here: https://lnkd.in/gnr6SQst #reprice #mortgageadvice #MFAA #FBAA #mortgage",1,Sherlok Loans,10mo,2022-06-07
Thanks for the great feedback Dino Pacella 🙏#Sherlok #Fintech #MortgageAdvice #Refinance #HomeLoan #InterestRates #MortgageBrokersAustralia #HomeLoansAustralia #ArtificialIntelligence,3,"Was great meeting Adam Grocke, CEO of Sherlok, today and having the pleasure of seeing Sherlok in action. I can honestly tell you that I was truly impressed with the efficiency and simplicity of this AI driven platform.Sherlok’s building Australia’s #1 retention and refinancing platform exclusively for mortgage brokers.The Artificial Intelligence uses the Sherlok Retention Score to predict which clients will leave a broker, automatically lowers their interest rate with the same lender and generates refinance leads if there is a financial benefit to the customer by refinancing.All branded as the broker so the broker’s the hero.You can find out more about Sherlok via their page - Www.sherlok.com.au Recommend getting in and booking your demo: https://lnkd.in/e6sBatm You can even signup or join their waitlist - https://lnkd.in/eX-RZ92 Keen to see this platform’s popularity grow and assist many mortgage brokers truly look after their client’s home loans.",1,Sherlok Loans,11mo,2022-06-07
"Our founder and CEO Adam Grocke is speaking at the Startup&Angels event this week in Adelaide. If you're interested in what we're doing here at Sherlok, this is a great opportunity to find out more. #Sherlok #MortgageBrokers #Fintech #MortgageAdvice #Refinance #HomeLoan #InterestRates #ArtificialIntelligence #MortgageBrokersAustralia #HomeLoansAustralia #StartUps",4,"📢📢📢 FULL SPEAKER LINEUP 📢📢📢We're excited to announce the speakers who'll join Startup&Angels Adelaide #2 hybrid event this Thursday 24th June.Register now to meet them at the event!Book your ticket 👉 https://lnkd.in/eNxE8HxFree virtual ticket for Startup&Angels community members 👉 https://lnkd.in/e2WYAVA#startups #networking #event #adelaide #Saas #B2B #investors #hybridevents Fred Viet, Aircall, Sylvain Mansotte, Whispli, Allison Nikula, Adam Grocke, Sherlok, Ben Colley, Teamgage, Chris Horn, Salesforce, Richard Turner, University of South Australia, Nathalie TAQUET, eBottli, Australiance, Startup Adelaide, Pledge 1%, OVHcloud, La French Tech AustraliaLeo Denes, Axel Peyriere, Sophie Champagne",1,Sherlok Loans,1yr,2022-06-07
"""Mortgage broker turned #Fintech entrepreneur Adam Grocke is building a national AI platform to enable his fellow mortgage brokers to settle more loans each month and keep clients for longer.""Thanks InDaily for shining a spotlight on businesses spearheading change and disrupting their industries – we're in great company here in this #40Under40 feature! #Sherlok #MortgageBrokers  #MortgageAdvice #Refinance #HomeLoan #InterestRates #ArtificialIntelligence #MortgageBrokersAustralia #HomeLoansAustralia",6,"The 2021 40 Under 40 include leaders in many different fields, as Adam Grocke, Alice Fitch, Anna Pak Poy and Bec Hardy Wines all prove.#40Under40AwardsSA #SouthAustralia",1,Sherlok Loans,1yr,2022-06-07
"It’s one thing to hear about Sherlok in the media or online… but this reaction to our demo is straight from one of our peers and a leader in the mortgage broking industry 👇We think what we’re doing is pretty cool and, with each demo we do, more mortgage brokers are getting on board with using Sherlok’s AI as part of their client services. Book a demo with our founder Adam Grocke here ➡️  https://lnkd.in/gxmCyFMIt’s free and probably the most valuable 15 minutes you’ll spend this week. Spots fill up fast, so get in quick 👍 #Sherlok #Fintech #MortgageAdvice #Refinance #HomeLoan #InterestRates #MortgageBrokersAustralia #HomeLoansAustralia #ArtificialIntelligence",3,Big shout out to Adam Grocke for sharing the Sherlok automated loan review service.    Very cool tech and a powerful plug in to build a pro active retention strategy.Cheers from Lydian Financial Services HQ!,1,Sherlok Loans,11mo,2022-06-07
"“Brokers are going to be in more demand in the future, but what they’re going to be doing is providing much deeper advice... They will be true advisors and then all the technology is just automating the processing and everything that happens in the background.”A big thank you to Mortgage Professional Australia for featuring this great interview with our founder and CEO Adam Grocke, which dives into how technology is disrupting the mortgage broking industry and how Sherlok is helping brokers increase their value proposition. #Sherlok #MortgageBrokers #Fintech #MortgageAdvice #Refinance #HomeLoan #InterestRates #ArtificialIntelligence #MortgageBrokersAustralia #HomeLoansAustralia",2,Brokers across the country are feeling the push of digital technology after the emergence of so-called disruptors threatened to change the nature of lending forever. https://hubs.li/H0QHtDv0,1,Sherlok Loans,1yr,2022-06-07
"Thanks for the write-up, Australian FinTech!",0,New repricing and refi tool Sherlok launches for brokers,1,Sherlok Loans,1yr,2022-06-07
Happy National Finance Brokers Day to all our mortgage brokers 🎉  We're glad to be part of it!#Sherlok #MortgageBrokers #MortgageIndustry #NationalFinanceBrokersDay #NFBD2021,5,"NATIONAL FINANCE BROKERS DAY 2021Wednesday 13 October I’d like to personally wish everyone a very happy National Finance Brokers Day.Hope you have a wonderful day, and take some time out to celebrate and reflect on the past 12 months.Special thank you to all the wonderful sponsors for helping make NFBD 2021 come alive.Clear Credit Solutions AutoPay (MoneyMe Limited)Mortgage and Finance Association of Australia (MFAA) Marketplace Finance Nectar Mortgages Sherlok Affordable Staff Fuzion Capital JOUST Infinity Group Australia Pty Ltd Capital Bridging Finance Nectar Broker Brands Don’t forget to share your celebrations across social and add #NFBD2021You can still join the virtual event this afternoon via the link in the comments.",1,Sherlok Loans,8mo,2022-06-07
Proud to be supporting Australian mortgage brokers by sponsoring this year’s National Finance Brokers Day 🎉 Keen to head along to one of the events? Register your interest: see links below 👇👇👇Big thanks to Dino Pacella for all your hard work raising awareness and advocating for the broker industry – and for getting us involved 🙌#Sherlok #MortgageBrokers #InterestRates #Repricing,6,"Let’s get ready to celebrate National Finance Brokers Day 2021 on Wednesday 13th October 2021.Register your interest below 👇👇👇SYDNEY - https://lnkd.in/gBd8pNMMELBOURNE - https://lnkd.in/gSi3ShGBRISBANE - https://lnkd.in/g-xgCGdADELAIDE - https://lnkd.in/guqgrE5PERTH - https://lnkd.in/gjMvk5fONLINE STREAMING OF PRESENTATION ONLY - https://lnkd.in/gYzKnxsSpecial thank you to this year’s NFBD sponsors - Clear Credit Solutions, AutoPay, Mortgage and Finance Association of Australia (MFAA), Nectar Mortgages, Marketplace Finance, Sherlok, Affordable Staff, Nectar Broker Brands, Fuzion Capital, Infinity Group Australia Pty Ltd, JOUST",1,Sherlok Loans,9mo,2022-06-07
"We can’t wait to show everyone at The Adviser's #BusinessAcceleratorProgram how we’re giving mortgage brokers #ArtificialIntelligence to identify which clients are going to leave your trail book, automatically lower their interest rate, and deliver refinance leads from your trail book into your inbox every single week without you having to lift a finger 🙌See you there!#Sherlok #Fintech #MortgageAdvice #Refinance #HomeLoan #InterestRates #MortgageBrokersAustralia #HomeLoansAustralia",0,"Hear from Adam Grocke from Sherlok on his upcoming session at The Adviser's Business Accelerator Program!For more information or to secure your ticket, visit http://ow.ly/fvr750FniPj #businessacceleratorprogram",1,Sherlok Loans,1yr,2022-06-07
Even if you don't know how many mice and rats are used in US labs. It makes sense to use methods that minimize the numbers required. #NA3RsC #reduction #preclinicalresearch #somark #sensalab #mice #science #digitail #digitallab Learn more here: https://lnkd.in/dWMQP9EJ,2,#Reduction are methods that minimize the number of animals required per experiment or study designs to achieve robust results. It can also include methods that maximize the amount of information gathered per animal in an experiment. #NA3RsC’s Translational Digital Biomarkers Initiative contributes to reduction by maximizing the amount of data collected per animal. Learn more here: https://lnkd.in/e6F4GQv,1,Somark,4,2022-06-07
RFID is making an impact in many industries. Not just pre-clinical research!The value in the data collected is invaluable. It’s a cost vs. value discussion. #data #research #analytics #dataanalysis #somark #reproducibility #science #sensalab #rfidtag,5,"At just 0.6mm thick, Fujitsu's WT-A533G tag can be placed on virtually any uniform, work wear or #garment via heat seal, seam insertion or pouch. With #RFID tags, you can improve asset #tracking and reduce loss while keeping costs low. Fujitsu Frontech North America https://bit.ly/3gkDrTZ",1,Somark,1yr,2022-06-07
Fuel3D talks about the key pre-clinical research criteria of #reproducibility What are you doing to ensure a digital future in your #research ?#preclinical #somark #sensalab #labstamp #digitallab,6,"Recent analysis has reported irreproducibility rates in pre-clinical research to range from 51%-89%. We explore how digital innovations like BioVolume can help transform data capture, reduce user variability and make cancer research more reproducible. Read the article here https://lnkd.in/dbUkj3T#research #data #biotech #datascience #machinelearning #immunotherapy #cancer",1,Somark,11mo,2022-06-07
Love it,1,4 new Australian founded startup unicorns in the first 10 weeks of 2022 🦄 🇦🇺 📈 Zeller Scalapay Employment Hero Immutable,1,Southern Angels,3mo,2022-06-07
Another Southern Angels portfolio company making great strides…,14,"We are delighted to announce a AU$5.4 million raise to ready our LGR5 CAR-T program for advanced #colorectalcancer for a #clinicaltrial. The financing was strongly supported by current shareholders, board and management and attracted new institutional and impact investors including a cornerstone investment from the Minderoo Foundation. Dr Steve Burnell, CEO of Minderoo Foundation’s Collaborate Against Cancer Initiative, commented: “We are pleased to accelerate the development of breakthrough therapies such as CAR-T against solid tumours. Carina’s program is closely aligned with our strategy that is driving more personalised care, and our mission to make cancer a treatable, non-lethal disease.” Carina’s CEO Dr Deborah Rathjen said: “We warmly welcome our new investors and thank our existing investors who have also supported this financing. “At Carina Biotech, we are focused on our goal of creating a future that defeats cancer. The LGR5 CAR-T cell for advanced colorectal cancer is a great place to start, given this cancer’s very poor prognosis and rising incidence, particularly in younger people. “We know that colorectal cancer is the deadliest cancer for young Australians. We also know that there has been a nearly 190% increase in colorectal cancer cases in adolescents and young people in Australia over the last 30 years. These trends are seen internationally as well.“This is a lethal cancer for all Australians, young and old, that we want to be able to treat.” Carina’s approach to institutional and impact investors was undertaken by MST Financial. Peter Wilson of wilsonemmett acted as financial adviser to Carina.#immunotherapy #immunooncology #CAR-T #cancerresearchhttps://lnkd.in/gpN9YNWE",1,Southern Angels,9mo,2022-06-07
Congratulations to our portfolio company Carina Biotech on their collaboration with AdAlta Ltd!,2,"Carina Biotech and AdAlta Ltd join forces to develop precision-engineered, i-body enabled CAR-T cancer therapeutics. The collaboration will take Carina Biotech’s world-leading CAR-T technology platform with its superior potency and tumour penetration capability and combine it with AdAlta Ltd’s unique i-body platform with superior reach and targeting capability to create multiple next-generation CAR-T products. Carina’s CEO, Deborah Rathjen, “This collaboration with AdAlta gives us the capability to generate bi-specific CAR molecules and then next-generation CAR-T cell products with enhanced cancer targeting and efficacy – something we are very excited about. The collaboration is off to a great start with Carina having already successfully inserted an AdAlta i-body into a CAR-T cell with functional cancer killing capability.”AdAlta’s CEO, Tim Oldham commented, “We believe that by combining our i-bodies with Carina's world-class CAR-T platform, we can make this important new therapeutic approach accessible to more patients and a greater range of cancers than is possible today. We are well past the starting line, having worked previously on the first two targets selected for our collaboration, and with Carina on one of these.”Join our webinar at 2.30 pm AEST Wednesday, 25 August 2021 to learn more https://lnkd.in/gBpeZHMn View AdAlta's ASX release: https://lnkd.in/gayBxq6s #immunooncology #CAR-T #ausbiz #cancerresearch #cancer #technology",1,Southern Angels,10mo,2022-06-07
"Our friends from Startup&Angels are hosting another after-work get together at Lot Fourteen - 530pm, Thursday 25 June. Good startups, good wine, good people = good combo. Discount ticket link below...",3,"Early bird tickets are going, going… almost gone! Buy your tickets now for a 40% discount off the General Admission price. Don’t miss your chance to be a part of this amazing pitching and networking night at Startup&Angels Adelaide 2nd edition.Early Bird ticket ends June 17. Register now 👉 https://lnkd.in/eNxE8Hx#startups #networking #pitching #event #adelaide #Saas #B2B #investorsSophie Champagne Leo Denes Florencia Boudou Australiance OVHcloud Pledge 1% Clément GUISSE Yian Ling Tan Kait Sheridan Axel Peyriere Stone & Chalk La French Tech Salesforce Silvia Dragonetti Fundsquire Brendan Bennett Black Nova Group Matthew Browne Aircall Startup Adelaide",1,Southern Angels,1yr,2022-06-07
Love to see it!,1,Kirsty Imms and I are heading back to Adelaide the week of June 20th to catch up with our Adelaide team and some clients. We were last down together for _SOUTHSTART and had a great time hanging out in Adelaide together. Can't wait!,1,Southstart,1w,2022-06-07
Our friends over at Blackbird have just launched tickets for Sunrise 2022! Come and hang out with the startup community over in NZ or NSW ⚡️,2,"🌅 SUNRISE IS COMING 🌅Yep, our startups festival is BACK and this year, we’re bringing the vibes to Auckland and Sydney 💥🥝 Sunrise Aotearoa: 6 September, ASB Waterfront Theatre Auckland🦘 Sunrise Australia: 10-11 November, Carriageworks SydneyProgram launching soon, but in the meantime you can snap up a special earlybird ticket here: https://lnkd.in/gcSRbymQ Tag your friends! Tell the community! Or just add the date to your calendar. We are so excited for you to join us to explore the optimism and wonder of human achievement, from Australia and Aotearoa to the world. And big thanks to our amazing partners, we can’t wait to debut Sunrise ‘22 with you: Amazon Web Services (AWS), Stripe,  Zendesk, x15ventures, Microsoft for Startups, Law Squared and Silicon Valley Bank 🚀#sunrise22",1,Southstart,1w,2022-06-07
See you in RADelaide soon Tractor Ventures!,2,"We've been social lately. VERY social 🚜This is what we love doing though: getting out there to meet founders, operators, investors, inventors, and everyone in-between in the AU/NZ technology ecosystem.Whether it's _SOUTHSTART in Adelaide, or the Side Stage Ventures launch party, or keynote presentations as part of the City of Melbourne Knowledge Week celebrations, getting out there and talking directly to people is what we do well.(We've been doing it for years, why stop now?)VERY much looking forward to seeing many, many people in person as we venture out on our AU/NZ 'The Cost of Capital' tour very shortly.Free tickets: https://lnkd.in/guWa9n9P",1,Southstart,2w,2022-06-07
"Calling all #LimestoneCoast founders, leaders & curious humans looking for in-person events this week!  Dive right in 👇 🎟️ Festival Program & Tickets: https://bit.ly/3uxj1PK",1,"Heading to Mt Gambier today as part of the #LCGTIC #INNOVATIONFESTIVAL & humbled to have assisted with its establishment over the past few weeks.If you're a current or aspiring founder looking for guidance on how to make your first move, industry professional looking for learning opportunities ... and everything else in between ... I'd encourage you to dive into the agenda & get involved! Supported by the likes of Flinders New Venture Institute Department for Innovation and Skills - South Australia Women in Business & Regional Development Inc LeapSheep Defence SAand more, this event marks an important milestone in the growth of entrepreneurial activity across the limestone coast region. I hope this is the first of many future collaborations, and perhaps another partnership node to add to the web of _SOUTHSTART :) 🎟️ Festival Program & Tickets: https://bit.ly/3uxj1PKCya soon Moira Were AM Chad Renando Dru Reschke Elise Gordon Lee Morgan Aron Hausler Geoffrey Dening Seshnie Taylor Feresh Agahi Pizarro Kylie Boston + more!",1,Southstart,2w,2022-06-07
none,1,"""We need to be very, very positive, very aspirational, in fact outrageously aspirational for our CBDs"" said Bernard Salt AM, keynote speaker at the inaugural AEDA Business Summit held this week. Bernard Salt was one of a range of world-class speakers who shared their insights and inspiration for the future of the Adelaide CBD.What do you think about the future of Adelaide? See the video to hear what the experts think. #AEDASummit #ADL",1,Southstart,1w,2022-06-07
none,3,_SOUTHSTART#PhotoMeanderings #southstart #southstart22 #revival #startupadl #startupaus #socentaus #impact #innovation #EventMeanderings,1,Southstart,3mo,2022-06-07
