post,reaction_count,repost,company,post_time,date_retrived
Everyone was getting amongst it today at the Harvester Forums at Morawa 👍🏻@GRDCWest @PrimarySales @FaceyGroup @1800weevil @peterdnewman @seed_terminator @harvestloss,3,0,Seed Terminator,9mo,2022-06-07
Join the free Harvester Forums with Grains Research and Development Corporation and BCG (Birchip Cropping Group) - Birchip Cropping Group https://buff.ly/3zPZucZ,2,0,Seed Terminator,8mo,2022-06-07
Terminators fitted in NSW waiting for harvest 😎#Terminate21 #IWM #ThanksKeags #HappyDays,13,0,Seed Terminator,8mo,2022-06-07
"How schmick does this Case 8240 look? 👌 fitted this week in Inglewood, Vic 😎#Terminate21 #ItsNotTooLate #ProudlySouthAustralian",5,0,Seed Terminator,8mo,2022-06-07
Hear how Mick is harvesting with a smile on his face 😎 https://buff.ly/3t6uzHv #Terminate21,3,0,Seed Terminator,9mo,2022-06-07
11 Terminators just chillin' in the sun before they get put to work 😎#WorkLifeBalance #TreatingTerminators #Terminate21 #SAManufacturing,25,0,Seed Terminator,9mo,2022-06-07
"With harvest on its way, it's time to make the last call to access a Seed Terminator for this harvest. Contact your local dealer or one of our team to get a quote 😎 #Terminate21 #StopTheSpreadofWeeds #HWSC https://buff.ly/2XUWmzd",1,0,Seed Terminator,9mo,2022-06-07
"For all the Massey Ferguson fans out there, a bit of #Terminator magic#Sketchem #StopWeeds #Terminate21 #HWSC https://buff.ly/3jSOXZA",3,0,Seed Terminator,9mo,2022-06-07
"#BIGThanks to all the organisers, dealers and visitors of the Newdegate Machinery Field Days for a great few days! #Congratulations on a job well done 👏 #Terminate21 #HappyDays",0,0,Seed Terminator,9mo,2022-06-07
"Fitted and commissioned at Ankle Farms, Varley WA 💪🏻#Terminate21 @CLAASHC",11,0,Seed Terminator,9mo,2022-06-07
It’s almost September! How are your Harvest plans going? #HWSC #Terminate21 #preparation21 #Harvest21,1,0,Seed Terminator,10mo,2022-06-07
"Last week Mark and Nick were over at Pringles Crouch Cummins branch for training and an information session, here are some pics from the day. Big thanks to the Princlges Crouch team for having us! #HWSC #Terminate21 #HappyDays",9,0,Seed Terminator,10mo,2022-06-07
"""Resistance to the herbicides glyphosate and paraquat has been found in rye-grass"" the dual resistance has never been detected before. ""It will make the farmer's life very difficult, with no way to control the ryegrass before sowing,"" Dr Boutsalis said."" https://buff.ly/382dyoh",1,0,Seed Terminator,10mo,2022-06-07
"Wednesday the 8th of September Mark Bastian will be joining the Lyndoch Motors team for a customer information session from 1:00pm to 3:00pm at their Lyndoch branch. RSVP to Mark, Duncan or Jeff to learn more about the technology and how it can help control your weed seed bank. #HWSC #Terminate21 #HappyDays",2,0,Seed Terminator,10mo,2022-06-07
"#BIGThanks to all the organisers, dealers and visitors of the Dowerin GWN7 Machinery Field Days for an epic few days! #Congratulations on a job well done 👏 #Terminate21 #HappyDays",6,0,Seed Terminator,10mo,2022-06-07
The beasts have had a good nights sleep at Dowerin overnight! 😎#Sunrise #HappyDays #ReadyWhenYouAre,10,0,Seed Terminator,10mo,2022-06-07
"Amazing turnout at the @GRDCWest Goomalling Harvester Forums today, Brett Asphar attended to share his knowledge on #HarvesterSetup with Mills 😎 Tomorrow is Morawa's turn! #FineDay #Harvest21 #Terminate21 @PrimarySales @FaceyGroup @1800weevil @peterdnewman @harvestloss",8,0,Seed Terminator,9mo,2022-06-07
"How spiffy is the showroom at Ceduna Machinery?! 😎  Mark was set up with the team for the #SeedTerminator Information Day this morning, big thanks to all those who travelled to catch up 👍#NiceWorkMark #BigThanks",8,0,Seed Terminator,10mo,2022-06-07
"Great morning spent at Mick & Heather Schutz property at Grass Patch, all set for a machinery afternoon 😎👌#HappyDays @WeedSmartAU",6,0,Seed Terminator,10mo,2022-06-07
"Peter is all set up and looking forward to this weeks lineup WeedSmart Week in Esperance! Big thanks to all the organisers, speakers and attendees, I'm sure there will be lots of knowledge shared around 👌#WarAgainstWeeds #Terminate21 #SketchEm",6,0,Seed Terminator,10mo,2022-06-07
Bringing the horses in for night 😎 #GreatWhiteNorth #DeereSighting #Terminate21,5,0,Seed Terminator,10mo,2022-06-07
Everyone at Lonsdale HQ is pretty pumped to have shipped 9 machines the past two days 💪 😎#WooHoo #GoTeam #Terminate21 #SAGreat,76,0,Seed Terminator,10mo,2022-06-07
"We're going LIVE! 🎬Join us for a Seed Terminator Factory Tour, meet the team and overview of the tech. Hear from Mill expert and inventor of the Seed Terminator Dr Nick Berry and join the live Q & A session. We'll be talking all things #HWSC & #SeedTerminator 😎 Thursday at 7pm (ACST)Register here > https://buff.ly/3Crn6ak",1,0,Seed Terminator,10mo,2022-06-07
Mark has just set up this beauty at Lyndoch Motors 😎#Terminate21 #CaseIH #ThanksLegends,20,0,Seed Terminator,10mo,2022-06-07
Another set of twins for the east! Big thanks to Emmetts Warracknabeal for doing a great job fitting up 😎Ned is pictured here adding some bling to the John Deere s690 👌 #DeereSighting #Terminate21,9,0,Seed Terminator,10mo,2022-06-07
Why did the weed cross the road? Because the Seed Terminator was coming! #Niceone Keags 😂 #TerminatorTuesday,5,0,Seed Terminator,10mo,2022-06-07
"""Kochia has adapted to survive drought, saline soils & increasingly herbicides. Geddes said kochia with triple-herbicide resistance limits herbicide options available for a chemical management program, including the herbicide layering approach."" #Terminatehttps://buff.ly/3BNk6ot",0,0,Seed Terminator,11mo,2022-06-07
"""A ban on the herbicides glyphosate & paraquat would cost farmers $100k+ annually, as pressure builds for farmers to adopt alt weed controls. This would disadvantage Australian farmers without raising international grain prices if banned globally."" https://buff.ly/3BUxNSg",2,0,Seed Terminator,11mo,2022-06-07
Good news is it kills waterhemp and on average 67% of waterhemp seeds make it to the Seed Terminator 😎 @Mizzou https://buff.ly/36W5zZi #WeedsWontBeBack #SeedTerminator,11,0,Seed Terminator,11mo,2022-06-07
"As the sun sets on another week, stay safe and sane #legends! #DeereSighting #Terminate21",3,0,Seed Terminator,11mo,2022-06-07
More of harvest from Washington 😎 @JohnDeereAUNZ #Terminate21,16,0,Seed Terminator,11mo,2022-06-07
Two more Terminators fitted at @EmmettsGroup Swan Hill today 👌#Twins #NiceWorkLads 😎,18,0,Seed Terminator,11mo,2022-06-07
Another Seed Terminator setup at @EmmettsGroup Roseworthy 👌#Terminate21 #NiceWorkLads 😎,22,0,Seed Terminator,1yr,2022-06-07
"""There is no 'set and forget' integrated weed management system. The best way to get ahead of ryegrass blowouts is with long, diverse rotations. If a tight rotation has been in place for 10-20 years it's definitely time to look for alternatives.""https://buff.ly/3xVo5MS",4,0,Seed Terminator,1yr,2022-06-07
New install at Eglintons Maitland today with a Seed Terminator going on to a John Deere s780 😎L-R: Mark Bastian with Ben Eglinton#HWSC #Terminate21 #HappyDays,13,0,Seed Terminator,1yr,2022-06-07
"Ned got amongst it today, fitting up the first Seed Terminator for the eastern states 💪🏻😎#DeereSighting #Terminate21 #HarvestGoals",20,0,Seed Terminator,1yr,2022-06-07
"Gotta love a good production line, josh Lade fitting up another three JD’s with Terminators 😎#DeereSighting #Fleet #LuckyNumber7",26,0,Seed Terminator,1yr,2022-06-07
This stand of Ryegrass in North America is missing its mates 😎Bring on #Harvest21 or should I say #Terminate21 😉,7,0,Seed Terminator,1yr,2022-06-07
Another Terminator install today with ND & JA Giles 😎 #nicework Thanks Mark 👍🏻,34,0,Seed Terminator,1yr,2022-06-07
"""When Palmer amaranth first fought back against glyphosate a bunch of farmers traveled to see if the horror stories were real. Many shoes were left behind. Joe Ikley recently proved why it was a smart move when he scraped the dirt off some muddy work boots"" https://buff.ly/3vMiabs",0,0,Seed Terminator,1yr,2022-06-07
Lyndoch Motors is proud to add the #SeedTerminator harvest weed seed control platform to their product range. Speak to our teams to find out more.#Terminate21 #agtech,13,0,Seed Terminator,11mo,2022-06-07
"Sneak peak into our dealer training last week, big thanks to the teams @LarwoodsAg, Lyndoch Motors & Rocky River Ag! #Terminate21 #HappyDays",7,0,Seed Terminator,11mo,2022-06-07
"Many Thanks to Jerry and the team at @AFGRIAU Carnamah for their professional installation of the first of 3 Seed Terminators, destined for a corporate client 😎#NiceWorkLads #DeereSighting",15,0,Seed Terminator,1yr,2022-06-07
"Joe’s been getting stuck into repairs; replaced the discharge beater shaft, and peeled the keyway broach out of it -  plus a decent workbench to boot 👌😎#WorkshopGoals #Harvest21 #Terminate21",5,0,Seed Terminator,11mo,2022-06-07
Exciting times! Another batch of terminators ready for their new homes 😎#Sketchem #TerminateOrGerminate #ProudlyAustralianMade,31,0,Seed Terminator,1yr,2022-06-07
Seed Terminator meets the Don#99 #DonBradman #ThanksKeags,4,0,Seed Terminator,1yr,2022-06-07
"Waterhemp weeds in a road ditch are 14'"" tall & require multiple herbicide treatments, which adds to resistance pressure from dwindling herbicide controls, says Greg LaPlante. He’s flanked by a field that was a source of blowing weed seed in May https://buff.ly/3AbVK6G",3,0,Seed Terminator,1yr,2022-06-07
Can’t wait to see paddocks light up with flowering canola 👌,4,0,Seed Terminator,1yr,2022-06-07
"Congratulations to our founder, Nick Berry on receiving the Rural and Regional award at last night's 40 under 40 awards. A big thank you to @InDaily and @ANZFor everyone that missed our #seedterminator #dance here is a full video https://buff.ly/3v8PsB7Image credit: @InDaily",72,0,Seed Terminator,1yr,2022-06-07
Hey Melbourne brokers! We’re here for the final The Adviser Magazine Better Business Summit for 2022. Come say hi! #BetterBusinessSummit #Brokers #MortgageBroking,32,0,Sherlok Loans,5,2022-06-07
Repricing clients in seconds. Heck yes 🙌Mortgage brokers across Australia are making client retention their # 1 priority and here’s how they’re winning 👇#Brokers #ClientRetention,12,0,Sherlok Loans,6,2022-06-07
It was a pleasure to be at the Mortgage and Finance Association of Australia (MFAA) conference in Melbourne yesterday. Such a fun event – and a great chance to catch up with everyone over a donut (or two!) while talking about client retention and how tech is transforming mortgage broking. Thanks to everyone who stopped by to say hi! #MFAAConference2022 #MFAA #MortgageBrokers,20,0,Sherlok Loans,3w,2022-06-07
"We've seen brokers saving their clients thousands in interest repayments. One broker was able to use Sherlok to save their client a whopping $12,550 in annual interest! 🎉#Brokers #MortgageBrokers #InterestRates #HomeLoans",11,0,Sherlok Loans,1w,2022-06-07
"We're excited to announce that we’ve been named a 5-Star Mortgage Innovator! ⭐⭐⭐⭐⭐The 2022 5-Star Mortgage Innovators Report highlights businesses at the forefront of innovation in the mortgage industry – moving the mortgage industry forward by introducing new technology or rolling out a groundbreaking product or distribution channel strategy. Following a detailed nomination, judging and benchmarking process, Sherlok has been selected by the Australian Broker team as a 5-Star Mortgage Innovator, and we’re extremely proud of this recognition! #Innovation #Brokers #FinTech #Repricing #MortgageBroker",40,0,Sherlok Loans,2w,2022-06-07
"We're so pumped to share that we've been selected by the judges as a finalist in the prestigious MFAA National Excellence Awards 2022! Thank you to the Mortgage and Finance Association of Australia (MFAA) for the recognition, and congratulations to all the other #MFAAawards finalists.",21,0,Sherlok Loans,3w,2022-06-07
"Hello Sydney! We’ve had another great day at The Adviser Magazine Better Business Summit talking all things mortgage broking with Annie Kane, and everyone who’s stopped by our booth to show off their party tricks 💪#BetterBusinessSummit #MortgageBrokers #Sydney",22,0,Sherlok Loans,1mo,2022-06-07
Hey brokers 👋  Come and catch up with us at the #MFAAConference2022 in Melbourne next week! Stop by our donut wall and grab yourself a sweet treat and some sweet Sherlok merch 🍩 Today’s the last day to register >>> Get your Mortgage and Finance Association of Australia (MFAA) conference tickets here: https://lnkd.in/gjWBcHwD#MortgageBrokers #MFAA,8,0,Sherlok Loans,1mo,2022-06-07
"We’re going to be in Perth next week for The Adviser Magazine Better Business Summit, and we’ve decided to come over a day early for a Sherlok Shouts to say hello to local #MortgageBrokers, lenders, BDMs and industry partners! Come meet the team (Adam Grocke, Chris Hartley and Steph George) over a few drinks.",17,0,Sherlok Loans,3w,2022-06-07
Check out this article in The Adviser Magazine and hear how brokers from all across Australia are using Sherlok to automate their client retention and saving their clients thousands of dollars:We've spoken to hundreds of brokers and the number one thing that keeps them awake at night is that they don't have enough hours in the day to speak to enough of their existing clients.Which is why we're on a mission to make it as easy as possible for brokers to automate their client retention and ultimately keep their existing clients happy and with them forever.#clientretention #mortgagebrokers #fintech,12,0,Sherlok Loans,1mo,2022-06-07
"We’re thrilled to partner with The Adviser Magazine and be part of the brand-new, immersive Better Business Summit in 2022. If you’re coming along to any of the events, don’t forget to stop by, say hi, and grab some Sherlok merch… 👇👇👇Get ready for a conference unlike any you’ve ever experienced. We’re utilising the latest in innovative tools and technology, giving you control over your conference. Tune into the sessions you want, expand your professional network across multiple hubs and access the must-have tools changing the game for brokers.Book your ticket now using code SHERLOK and save $120 off the full ticket price! https://buff.ly/3EAcGXo",4,0,Sherlok Loans,1mo,2022-06-07
"It can cost brokers up to 5x more to attract a new client than it does to keep hold of an existing one. That’s why it blows our mind that so many mortgage brokers focus more of their time on chasing new leads day in day out and don’t prioritise client retention, when it actually just comes down to 4 simple steps:--> Predicting which clients are more likely to leave by analysing how long they’ve been with you and their current interest rate --> Proactively repricing clients if their current rate can be discounted--> Generating refinancing leads from your existing trail book (because trust us, there’s plenty) and saving your clients even moreYou don't have to do all of this manually...Sherlok automates all of the above AT SCALE for you. Giving you the time to continue writing new loan.Happy clients x happy brokers x happy lenders. What a trifecta! #clientretention #fintech #mortgagebrokers",6,0,Sherlok Loans,2mo,2022-06-07
"Brokers, if you're early in your career, or want to learn how to grow your business, take a listen to this interview with Damien Roylance, whose brokerage Entourage took home the Office of the Year, Non-Franchise award at the Australian Broking Awards last month.You'll learn a lot about what makes a successful #MortgageBroker in this climate – it's a great conversation that covers a lot of ground, and is full of practical advice and insights into Entourages' workflow, including how important it is to reprice clients, not just refinance them 👏👏👏 PS - Thanks for the shout-out!",7,0,Sherlok Loans,4mo,2022-06-07
Interested in learning more about how Sherlok will be using open banking to power our single-click refinancing product? Take a read of this feature in The Adviser Magazine 👇👇👇#Sherlok #FinTech #OpenBanking #Refinancing,8,0,Sherlok Loans,4mo,2022-06-07
"When we talk about brokers having 'high value interactions' with their existing clients, this is what we mean.Imagine the clients face when they saw the email come through from the broker saying ""I've reduced your rate, saving you around $9k in annual interest repayments"".Proactive repricing with a single click. This is what broker success looks like when using Sherlok to automate client retention.#mortgagebrokers #fintech #clientretention",9,0,Sherlok Loans,2mo,2022-06-07
"It’s an interesting time for the home loan industry for sure – the landscape is rapidly changing! Thanks to Joyce Moullakis for this great piece on Sherlok in The Australian today 👇👇👇The article’s behind a paywall, so if you can’t read it, here’s the key points (and send Adam Grocke a message if you want to chat about it more!):💭The big banks have taken advantage of customer loyalty for too long (‘loyalty tax’ anyone?)💭Technology advances are spurring a “fundamental shift” that will make switching mortgages much easier and the banks risk losing all these loans💭Powerful tech like ours is helping brokers keep their clients on competitive rates by predicting the risk of a customer being unhappy with their interest rate and being open to better offers or switching lenders#Sherlok #HomeLoans #Repricing",11,0,Sherlok Loans,4mo,2022-06-07
We're aiming to become the No.1 online repricing and refinancing platform for mortgage brokers in Australia! Sherlok has saved Australian homeowners more than $2 million since April and is on track to record $1 million per month by the end of the year 👇👇👇Brokers who want to try Sherlok can sign up for our 21-day free trial here (now's a great time to do it – we have a special offer if you sign up before 15 Dec): https://lnkd.in/gx2FvJVw#Sherlok #MortgageBrokers #Repricing #Refinancing #Fintech,56,0,Sherlok Loans,7mo,2022-06-07
Our founder Adam Grocke recently had the pleasure of talking to Annie Kane for The Adviser Magazine's In Focus – Innovation series about how Sherlok is disrupting the refinance process: 💥 The opportunities for brokers and clients in refinancing more quickly💥 How Sherlok uses AI to predict when a client might want to refinance💥 Faster ways to undertake repricing requestsWatch here 👇👇👇,11,0,Sherlok Loans,7mo,2022-06-07
"When time is of the essence, you can’t afford to waste a single minute.Which is why knowing exactly which clients are most at risk of leaving you is so important. That way you can prioritise them first, without wasting precious time.#clientretention #mortgagebrokers #timemanagement",3,0,Sherlok Loans,3mo,2022-06-07
"Finding a better rate for your clients is your superpower as a broker to keep those clients happy and with you forever.So here are our top three tips on how you can get better reprice outcomes for your customers in the current market:--> Make sure the LVR is low – think below 80%--> Larger loans are getting a better discount --> Submit competitive offers that the lender actually sees as a threat – if it’s a big 4, don’t put a non-conforming loan in there as a comparisonBut most importantly, repricing hacks ONLY help if you’re actually making time to do it. Set a goal for how many clients you want to reprice each week, and make sure you hit it. Even if you just start by allocating 1 hour a week and build up from there. Short on time? That’s where Sherlok can help you. Brokers say  “I love how much time this already saves because I don’t need to go in and out of the different lender portals.”Sherlok does the heavy lifting for you from monitoring clients, researching and comparing rates and even saving you from having to talk to the lenders. #mortgagebrokers #clientretention #fintech",7,0,Sherlok Loans,2mo,2022-06-07
"“Sherloking” a term brokers use to describe using Sherlok for their client retention. It’s got a nice ring to you, don’t you think?We think so too.#clientretention #fintech",14,0,Sherlok Loans,2mo,2022-06-07
"A mortgage broker's workload is undeniably the busiest it’s ever been, yet the latest MFAA State of the Industry Report says trail book drop-off is sitting at about 15% per year.Client retention should be a daily activity for all brokers to keep their clients for longer but that's hard to do when already stretched so thinly...Join Adam Grocke, Founder of Sherlok for an exclusive live demo and Q&A this Friday to find out how you can use Sherlok to keep your clients forever and protect your trail book income.DATE: Friday 4 March 2022TIME: 11.30am AEDT | 11am ACDT | 10.30am AESTWHAT: Online demo and live Q&ALink in comments to register 👇",7,0,Sherlok Loans,3mo,2022-06-07
"Come join us on our mission of building Australia’s #1 AI platform that helps mortgage brokers keep their clients happy and with them forever. If you or someone you know has a passion for Customer Success…but also wants to work for a company that’s changing the future…then this is the perfect role.What does our team say?“When I heard about Sherlok I thought wow! This is a game changer. It’s a solution where everyone wins. It’s a win for homeowners, a win for brokers, and a win for lenders. I want to be part of that!” For more info check out the link in the comments 👇",21,0,Sherlok Loans,3mo,2022-06-07
"What’s the secret to client retention for #MortgageBrokers? Having regular high value interactions with existing clients keeping the broker front of mind and continuing to build on the existing trusted relationship.  What client doesn't want to hear from you when you contact them to tell them that you've reviewed their rate and have been able to lower it, saving them thousands of dollars each year?There are some (really) good offers out there for reprices and refinances. Technology is already disrupting the industry, and we’re seeing agile lenders offering increasingly low rates for repricing existing clients. Client retention should be a daily activity for all brokers to keep their clients for longer. But we get that it takes time, which is how Sherlok can help.Sherlok does heavy lifting on behalf of the broker:👉predicts which clients are most at risk of leaving👉compares their rate to the market👉finds the best rate to move the client onto👉creates the email for the broker to send to the client (branded as the broker)All the broker has to do is hit send. Start your 21-day free trial today: https://lnkd.in/gQDmkryu",8,0,Sherlok Loans,3mo,2022-06-07
Why Australia is predicted to continue to see an increase in refinance activity over the next 12 to 24 months 👇👇👇#Sherlok #MortgageBrokers #InterestRates #Refinancing,3,0,Sherlok Loans,9mo,2022-06-07
"According to the latest ABS data, refinancing is at a RECORD high 💥This is great if you're the broker writing new refinances... but what if your clients are being refinanced AWAY from you? 😱Who's looking after your clients? Make sure it’s you: https://lnkd.in/guXspwif#Sherlok #MortgageBrokers #InterestRates #Repricing",5,0,Sherlok Loans,9mo,2022-06-07
We've been shortlisted as an Excellence Awardee for Best Industry Service in the Australian Mortgage Awards! #Sherlok #FinTech #InterestRates #Repricing,14,0,Sherlok Loans,10mo,2022-06-07
🏆  A Queensland mortgage broker recently generated FOUR refinancing leads in their first TWO weeks using Sherlok🏆  A NSW broker told us that 23% of the month’s settlements came from Sherlok refinance leadsWe hear #Refinancing wins like this every day from brokers using Sherlok. Want refinancing leads straight from your trail book? https://lnkd.in/gSDTbE5g#Sherlok #MortgageBrokers #MortgageIndustry,11,0,Sherlok Loans,4mo,2022-06-07
"Make 2022 different: Save time (think HOURS every week), protect your trail book income, and score warm refinancing leads while you're at it.Join Adam Grocke, founder of Sherlok, for an exclusive live demo and Q&A tomorrow to find out how you can use Sherlok to reprice your clients in under a minute. DATE: Friday 11 Feb 2022TIME: 11.30am AEDT | 11am ACDT | 10.30am AESTWHAT: Online demo and live Q&AThis has been our most popular webinar to date with more brokers registering than ever before. There’s only limited spots left 👉  Register here: https://lnkd.in/gbW3h-U6#MortgageBrokers #Repricing #Refinancing",6,0,Sherlok Loans,4mo,2022-06-07
"Sherlok has been named by the Australian Business Journal as one of the 15 Australian fintech companies to watch in 2021!Have a read of the article – there's some really exciting things happening at Sherlok, and in the local #Fintech sector, with the demand for innovative products and solutions continuing to grow 🔎 #Sherlok #MortgageBrokers #MortgageAdvice #Refinance #HomeLoan #InterestRates #ArtificialIntelligence #MortgageBrokersAustralia #HomeLoansAustralia",1,0,Sherlok Loans,1yr,2022-06-07
We’ve reached a HUGE milestone! Sherlok has helped brokers save their clients more than $1 million since we launched in March 2021! 🎉 🎉A big thanks to The Adviser Magazine for helping to spread the word. #Sherlok #Fintech #MortgageAdvice #Refinance #HomeLoan #InterestRates #MortgageBrokersAustralia #HomeLoansAustralia,1,0,Sherlok Loans,11mo,2022-06-07
"Hey busy brokers! The Sherlok Retention Score is about to become your new best friend.Similar to a credit score, the Sherlok Retention Score is an algorithm that looks at a whole range of different parameters, and then produces a score for each loan in your trail book.​The higher the score, the higher the risk of losing that loan. A very high score suggests the client will leave you in the next 3 months if you don’t do anything. Once Sherlok knows which loans are at risk, it can automatically reprice them with the same lender to get a cheaper interest rate. Everyone wins! Find out more https://lnkd.in/gGpXyax3#Sherlok #MortgageBrokers #FinTech",8,0,Sherlok Loans,4mo,2022-06-07
"We’ve automated repricing, and we’re automating refinancing too. For real. Thousands of brokers (and their trusty admin teams) around Australia are now able to request a lower interest rate on a client’s loan in a single click. It’s that simple.Check out our on-demand demo that you can watch any time, anywhere. See Sherlok in action 👉 https://lnkd.in/gF5pDdDH#Sherlok #Mortgages #HomeLoans #FinTech",8,0,Sherlok Loans,3mo,2022-06-07
"Curious about Sherlok but don’t have time to book in a demo? No worries. We’ve got a 20 minute demo on demand you can watch anywhere, any time, for a great overview of how Sherlok works 🔎See just how intuitive and time-saving Sherlok is. Watch our demo on demand now ➡️ https://lnkd.in/eZtvzP9 and tag any broker friends you think may be interested! #Sherlok #MortgageBrokers #Fintech #MortgageAdvice #Refinance #HomeLoan #InterestRates #ArtificialIntelligence #MortgageBrokersAustralia #HomeLoansAustralia",3,0,Sherlok Loans,1yr,2022-06-07
"Word is getting out! Sherlok founder Adam Grocke recently sat down with journalist Annie Kane – and the result is this brilliant piece in The Adviser Magazine.Says Adam: ""All we want to do is help brokers lower a client’s interest rate. It’s win-win-win. If it’s a repricing, the client wins, because they get a lower rate. The lender wins, because they keep the client. The broker wins, because they keep the client for longer [and don’t get clawed back].""If it’s a refinance, then we are helping connect that client automatically with their broker so they can have a conversation about what should happen next and ensure they’re in a loan that is in their best interest.""Check out the piece below 👇",6,0,Sherlok Loans,1yr,2022-06-07
"Stressed out home buyers wondering why their pre-approval hasn’t come through before COB Friday. Endless phone calls to banks. Clawback. Paperwork (so much paperwork).Brokers, sound familiar? 🤪 We get you. How does automated repricing sound? https://lnkd.in/gRfZVind#Sherlok #MortgageBrokerLife",14,0,Sherlok Loans,4mo,2022-06-07
"Sick of going in and out of different lender portals? Can’t keep track of which lenders want you to email the retention team or call them (😭😭😭) to find out if a loan reprice actually got approved?You don’t need to do that anymore. Sherlok offers automated repricing, so all you have to do is click ‘approve reprice’ and our very clever portal does the rest. The best part? You still get all the credit, so in your client’s eyes, you’re the hero that got them a better interest rate – and they didn’t even have to ask. Start your 21-day free trial here: https://lnkd.in/guNSH3nd#Sherlok #MortgageBrokerLife #Repricing",13,0,Sherlok Loans,4mo,2022-06-07
3 reasons why we LOVE seeing a lender approve a reprice BELOW 2%  👏👏👏👉 One very grateful homeowner saving serious $$$👉 One very happy broker (trailbook = protected + great word of mouth potential)👉 One very switched-on lender who understands the value of retaining loans at a competitive rateMore of this in 2022 please!#Sherlok #MortgageBrokers #Repricing #FinTech,10,0,Sherlok Loans,5mo,2022-06-07
"How does Sherlok work? The short answer: some very clever (and accurate!) algorithms and the latest in AI technology. The long answer: Watch our demo to find out (really, you’ve gotta see it to believe it) 👉 https://lnkd.in/gPySnjnc#Sherlok #MortgageBrokers #Repricing #Refinancing",4,0,Sherlok Loans,5mo,2022-06-07
Hey brokers… already back in the office? Here’s something easy (and productive!) to check off your to-do list: ✅ Automate repricing✅ Get refinance leads delivered to your inboxHow? Watch this video to find out: https://lnkd.in/gQKDhkQ4#Sherlok #MortgageBrokers #Repricing #Refinancing,6,0,Sherlok Loans,5mo,2022-06-07
"Hey brokers (and everyone else in our amazing community)!We wish you a happy and safe holiday season, and hope you get plenty of time to rest and recharge. Thanks for all your support this year, and we’ll see you in 2022!The Sherlok portal and our support team are still available over the Christmas period, but please be patient as banks (and our team) are on reduced capacity, so things might take a little longer than usual! The best way to contact our team is via email: brokersupport@sherlok.com.au #Sherlok #MortgageBrokers #Repricing #Refinancing",10,0,Sherlok Loans,5mo,2022-06-07
"💥  OFFER EXTENDED TO MIDNIGHT 21 DECEMBER 💥  We had so many new brokers take up our $250 Visa gift card + 21-day free trial* offer that we decided to give everyone who missed out one last chance to spread some Christmas cheer 🎄If you’ve been thinking about signing up for a free trial, there’s never been a better time.Head here to get started: https://lnkd.in/gJAQ-D_s*OFFER EXTENDED – T&Cs: For a limited time, every new user who signs up for a free Sherlok trial will receive a $250 Visa gift card, plus a Sherlok merch pack. To qualify, you’ll need to: 1. Sign up for a free Sherlok trial between midnight 18 November 2021 and midnight 21 December 2021 ACDT; 2. Enter your credit card details into the Sherlok portal; 3. Complete the Sherlok onboarding process (this takes 10 minutes) before midnight 21 December ACDT. Only available for new Sherlok users.#Sherlok #MortgageBrokers #Repricing #Refinancing",5,0,Sherlok Loans,6mo,2022-06-07
People thought we were ‘disrupting’ the mortgage industry when we gave brokers a way to automate their repricing. Just wait til you see what’s coming next year… Mortgage broking is never gonna be the same again 👀https://lnkd.in/gAeEizRB#Sherlok #MortgageBroker #Repricing #Refinancing #FinTech,16,0,Sherlok Loans,6mo,2022-06-07
"Teamwork makes the dream work! We celebrate every success at Sherlok, so you better believe we've been celebrating winning 'Best  Home Loan Fintech Service' at the Australian FinTech Awards last week! So proud of everything our team has achieved this year (and we're not slowing down, this month is shaping up to be one of our biggest yet)! #Sherlok #FinTech #StartUpLife",80,0,Sherlok Loans,6mo,2022-06-07
"❗LAST CHANCE ❗We’re giving all mortgage brokers who sign up to our free trial* before 15 December a $250 Visa gift card and throwing in a bonus Sherlok merch pack … and of course, a better way to reprice and refinance loans 🎁 If you’ve been considering signing up for a free trial, there’s never been a better time. Head here to get started – this special offer ends TOMORROW: https://lnkd.in/gQs2QhG3*T&Cs: For a limited time, every new user who signs up for a free Sherlok trial will receive a $250 Visa gift card, plus a Sherlok merch pack. To qualify, you’ll need to: 1. Sign up for a free Sherlok trial between midnight 18 November 2021 and midnight 15 December 2021 ACDT; 2. Enter your credit card details into the Sherlok portal; 3. Complete the Sherlok onboarding process (this takes 10 minutes) before midnight 15 December ACDT. Only available for new Sherlok users.#Sherlok #MortgageBrokers #Repricing #Refinancing",9,0,Sherlok Loans,6mo,2022-06-07
"We're still on a high after winning Best Fintech Home Loan Service at the 6th Annual Australian FinTech awards in Sydney last night 🤩Pictured L-R: Andrew Bragg, Sherlok founder Adam Grocke, Jennifer Harris & Ross Watts",121,0,Sherlok Loans,6mo,2022-06-07
The Australian FinTech Awards 2021 are tonight! 🥳We are so proud to be nominated as a finalist in the category of best Fintech Home Loan Service only months after launching!See the rest of the award categories and nominees here: https://lnkd.in/gSW_THWbFind out more about the FinTech Awards here: https://fintechawards.net/#Sherlok #AustralianFinTechAwards #FinTechAwards #HomeLoanService,5,0,Sherlok Loans,6mo,2022-06-07
