company,post_time,date_retrived,post,reaction_count,repost_text,repost
Artesian Capital Management,8mo,2022-06-06,none,6,"We’re proud to support Artesian (Alternative Investments) Green and Sustainable Bond Fund, enabling more investors to access ESG products and further developing Australia’s #sustainable #finance sector. https://lnkd.in/gC_Y5avG",1
Artesian Capital Management,10mo,2022-06-06,none,4,"How can AI support a niche sector like the Childcare sector? Compliance is huge and rostering is an arduous process in Childcare. What if we told you that rostering can be done at a click of a button, while simultaneously maximising compliance? Don’t believe it? Join us on the 2nd of September at 4pm to hear how Daitum’s technology does this. It’s time to let educators focus on the children and let Daitum worry about compliance. #AI #childcare #rosteringRegister via: https://bit.ly/3m8uUb7Artesian (Alternative Investments), LaunchVic, Dr Catriona Wallace, Roslyn Hames, Matthew Clunies-Ross, Tim Heasley, Andrew Lai, Luke Fay, Gilles Planté, Kaushalya Gunatilaka, Luigi Barone, Philipp Rohlfshagen, Garth Fazldeen, Jared Cohen#machinelearning #educators #technology #startups",1
Artesian Capital Management,10mo,2022-06-06,none,2,"Lots of fun opening this ‘360 Lightning Speed’ session today, bringing together Australian venture capital and innovation leaders, and Indonesian #startups. There will be 40+ virtual speed dates throughout the week - with thanks to Arkblu Capital, Artesian (Alternative Investments), CP Ventures, Haymarket HQ, Investible, AirTree and Hemisphere Capital for their support👏Well done to Muhammad Luthfi Azis Juharta and the team at Xendit for bringing this event together under the Australia Awards program, and here’s to enhancing Australian and Indonesia collaboration in the innovation and technology space!🇲🇨🇦🇺",1
Artesian Capital Management,10mo,2022-06-06,none,1,"Webinar: Decode Workshop and Q&A for #medical practitioners and #clinicians looking to become #angelinvestors and also #startup #founders #entrepreneurs about to raise capital for  #medtech #healthtech #medicaldevices #startupsPresented by: Artesian (Alternative Investments) “The Perfect Pitch – What we’ve learned after 500 VC investments”Join the discussion on the 26th of August with Asia-Pacific’s most active early-stage investor, identifying the top items that investors look for in a pitch. Followed by a live Q & A session.*** Register your attendance *** via: https://bit.ly/3iOdUF6LaunchVic Boab MedTech Actuator Matthew Clunies-Ross Andrew Lai Mei Lee Alexandra Clunies-RossRohan Gray Gilles Planté Guy Newton Vicky Lay Kaushalya Gunatilaka",1
Artesian Capital Management,10mo,2022-06-06,none,2,"GrainInnovate Artesian (Alternative Investments) SP Ventures Glocal Asset Management have invested in ZoomAgri $3.3M seed round. We are excited to partner with ZoomAgri & investors as they accelerate growth & expand internationaly, including strengthening its position in Australia.ZoomAgri’s goal is to digitize the antiquated testing, inspection, and certification (TIC) aspect of the #agricultural #commodities and #food sector through its “vision-as-a-service” (VaaS) business model. Combining #computervision, #machinelearning , and #IoT, ZoomAgri aims to disrupt the current methods for performing TIC functions, which involve a lot of manual labor. Robert Williams (Artesian AgriFood Portfolio Manager) ""ZoomAgri is well-positioned to deliver value to Australian growers through its leading TIC platform for grains quality and variety purity determination"".https://lnkd.in/gsPrPwJK #agtech Grains Research and Development Corporation Fernando Felquer Ron Osmond",1
Artesian Capital Management,10mo,2022-06-06,none,2,"Webinar: Decode Workshop and Q&A for #medical practitioners and #clinicians looking to become #angelinvestors and also #startup #founders #entrepreneurs about to raise capital for  #medtech #healthtech #medicaldevices #startupsPresented by: Artesian (Alternative Investments) “The Perfect Pitch – What we’ve learned after 500 VC investments”Join the discussion on the 26th of August with Asia-Pacific’s most active early-stage investor, identifying the top items that investors look for in a pitch. Followed by a live Q & A session.*** Register your attendance *** via: https://bit.ly/3iOdUF6LaunchVic Boab MedTech Actuator Matthew Clunies-Ross Andrew Lai Mei Lee Alexandra Clunies-RossRohan Gray Gilles Planté Guy Newton Vicky Lay Kaushalya Gunatilaka",1
Artesian Capital Management,10mo,2022-06-06,none,2,Xendit is so excited to invite all of our Indonesia startup friends to meet these prominent Australian Venture Capitals in a speed dating setting!Our Esteemed VCs:Duco van Breemen from Haymarket HQ  Guy Newton from Artesian (Alternative Investments)Daniel Veytsblit from Investible  Emlyn Scott from CP Ventures 🌎 Ajmal Aman from Hemisphere MCRichard Lin from AirTree Kimberly Gunawan from Arkblu Capital Register your startup here:bit.ly/360LightningSpeed This event is supported by:Australian Trade and Investment Commission (Austrade)Australia Global Alumni in Indonesia   Also special thanks to our Community Partners!KUMPUL #Connext Apiary Co-working Space CoHive BLOCK71 Jakarta Alpha Momentum Indonesia UMG Idealab  #ModalAnakBangsa Shinhan (신한) Future's Lab Indonesia Achmad Zaky Foundation Plug and Play Indonesia #SIAP Astra Ventura #US ANGIN Prepare Labs #Startup4Industry from Ministry of Industry,1
Artesian Capital Management,10mo,2022-06-06,none,0,"2021 has so far been a huge year for Mastt - not only for the team here but for the clients and users that share the journey with us. ✅ $11bn+ Project Value✅ 193 Active Projects✅ From 3 to 35+ team membersand many more...We're extremely proud of what we've achieved, but we also know that the best is yet to come. Let's take a quick look at our recap of the first six months of 2021!#recap #2021growth #startup #team #growth",1
Artesian Capital Management,10mo,2022-06-06,none,4,Congrats to team ferret.ai and founders Robert Loughan and Al Macdonald  on raising $4M seed round led by Artesian (Alternative Investments) to scale the first ‘Relationship Intelligence’ platform. Ferret’s machine learning algorithms empower users to determine who to trust in real-time and automate monitoring of people and companies https://lnkd.in/g7z4_Hqf,1
Artesian Capital Management,11mo,2022-06-06,none,7,"Summary of future #AI predictions from the panelists from Boab ""Stay Ahead of the Curve - #Retail & #eCommerce supply chain optimisation"" webinar just now...Eamonn Barrett (Remi AI) explains that when you look at the AI maturity curve, there are 3 stages: predictive (what will happen e.g. demand forecasting), prescriptive (using AI system to make recommendations of what to do), and autonomous (running part or all of your supply chain, turn over low-level decisions to an AI co-pilot). Most retail businesses have some predictive capability but most investments in the next 5 -10 years are trending towards moving from prescriptive to autonomous stages.Georgie Uppington (Fresh Supply Co.) is witnessing a culture change that is sweeping through #farming and #agriculture sectors. Integrations with ERP decisions are becoming more mainstream and people are now able to integrate more quickly. In the future, this infrastructure push to go digital will become part of compliance.Rushabh Sanghavi (BROSA) is asking himself how to build a truly agile supply chain and would like to see a feedback loop covering a larger no. of stakeholders, even including trends around raw materials. Speeding up the data sharing and information signals with more participants will allow a faster loop to take place which will mean a leaner, faster supply chain.Great organising/moderating Kaushalya Gunatilaka, Andrew Lai! #data #machinelearning #artificialintelligence #digitaltransformation",1
Artesian Capital Management,10mo,2022-06-06,none,2,Thank you The Australian Financial Review and Natasha Gillezeau for sharing our story and for our Australian investors for your support!Main Sequence Ventures AirTree Cicada Innovations GrainInnovate Artesian (Alternative Investments) Cotton Research and Development Corporation https://lnkd.in/djnSt-jN,1
Artesian Capital Management,11mo,2022-06-06,Congrats to Hillridge Technology,0,"We are proud to announce the XTC 2021 Global Winners! Congratulations to Hillridge Technology and Dot Inc. #Fintech: Hillridge Technology has developed weather-based parametric insurance for farmers to help protect crop yields and livestock. (https://lnkd.in/ga7f7z3)#EnablingTech: Dot Inc. is the maker of the first tactile monitor that can enable STEM education, visual works, and games for the 285M visually impaired people worldwide. Dot Inc. is expanding its technologies to help all disabled people to access public information in the smart cities through barrier-free kiosks and IoT infrastructures. (https://www.dotincorp.com/)Young Sohn | Bill Tai | Victoria Slivkoff | Lars Reger | Regina Dugan | Jerry Yang | Michael Zeisser | Catherine Bischoff | Rajeev Rajan | Barrett Parkman | Eric JY Kim | Dale Schilling | Shail Rajan | John Martin | Ash Tutika | Sophia Tang | Selina Lindner | Ellen Carey | Amandine Rouillard | Emmanuel Benhamou | Anthony Walsh#XTC2021 #NextGenXTC",1
Artesian Capital Management,10mo,2022-06-06,none,2,"Extremely proud to share news of our new partnership with InvoCare. We are excited to be working with Olivier Chretien, Victoria Doidge GAICD, Tim Higgins, Aaron Rezek and the team at InvoCare. Congratulations to Tom Ainsworth, Rachael C., Julian Kavanagh and everyone at Memories for bringing this new partnership to life. Thanks to Guy Newton and Gilles Planté at Artesian (Alternative Investments) for your assistance along the way.#InvoCare #Memories #innovation #partnership #digitalplatforms",1
Artesian Capital Management,10mo,2022-06-06,none,2,"GrainInnovate, a partnership between Grains Research and Development Corporation and Artesian (Alternative Investments), is Australia's largest and most active Agrifood tech VC fund. Since launching in 2019 we have made 16 investments including FarmLab Soil Carbon Co. growave.ag Hillridge Technology Laconik Sustinent Pty Ltd. Zetifi Pairtree Intelligence Fleet Space Technologies Regrow Ag SwarmFarm Robotics TeleSense DataFarming (Australia) Alterratech Agtuary ZoomAgriGrainInnovate is looking for more great #Agtech #foodtechnology startups that can deliver innovation to the Australian grains industry. If you would like to discuss an opportunity please contact us: https://lnkd.in/gQ8QfCmf",1
Artesian Capital Management,11mo,2022-06-06,none,1,"Artesian Impact invests across bonds and VC, and they’re now doing with an impact lens. In the first impact report, they cover their journey, their outcomes, and the unique lessons they’ve learned. #impact #investing #sustainability #leadership #purpose #action https://lnkd.in/d9F-r2J",1
Artesian Capital Management,11mo,2022-06-06,none,3,"SwarmFarm Robotics founder Andrew Bate explains why he’s building a tech startup in a rural area “We believe that a technology startup is not just a business. It’s a part of the community, and it has to take that seriously” https://lnkd.in/g5Hh4va #agtech #agriculture #robotics Artesian (Alternative Investments)",1
Artesian Capital Management,11mo,2022-06-06,none,2,The Artesian Green & Sustainable Bond Fund is now live on the Praemium platform. Australia's first corporate focused green & sustainable bond fund is open to retail & wholesale investors. Thanks to Damian Cilmi and his team for their assistance with onboarding.https://lnkd.in/g87hyry #greenbonds #sustainableinvesting #impactinvesting,1
Artesian Capital Management,11mo,2022-06-06,none,0,"Venture-backed Food Startup Profile 🚀: Yoconut Dairy FreeBased in: 🇺🇸Yoconut produces dairy alternatives that promote gut health. Their first product is coconut yogurt that is tasty, creamy, and livecultured. #plantbased #sustainable #probiotics #venturecapital #startups #startupfunding #foodtech",1
Artesian Capital Management,11mo,2022-06-06,none,1,Thought provoking Exponential View “Imagining Climate Futures” Azeem Azhar Harvard Business Review interview with Kim Stanley Robinson - the author of “The Ministry for the Future” https://lnkd.in/gxCFCQD #sustainability #climatechange #ClimateCrisis Artesian (Alternative Investments),1
Artesian Capital Management,11mo,2022-06-06,none,0,"Lenexa Medical is thrilled to have been chosen to present at the #ausmedtech2021 conference tomorrow (Friday 21st May 2021) 🚀Ajit, our CEO, will be pitching to the Early Stage Investment Forum at 12:15PM, sharing our progress to date and future commercialisation plans.If you are attending the conference, we encourage you to tune in and support us.📢 Big shout out to all the companies pitching, including our fellow MedTech Actuator alumni, Nutromics.See you there!Ajit Ravindran Will Yang Martin T. Leanne Daly Warren Bingham Michael Woods Tam C. Nguyen Marc Budge Vinayak Smith MedTech Actuator Artesian (Alternative Investments)",1
Artesian Capital Management,1yr,2022-06-06,none,2,"Forbes ""How Business Model Diversification Can Enable Venture Capital Firms To Scale And Succeed"" Anis Uzzaman Ph.D. Pegasus Tech Ventures #VentureCapitalasaService Artesian (Alternative Investments)",1
Artesian Capital Management,11mo,2022-06-06,none,1,Can #AI be used in Supply Chains? Is it just hype or is it real? Join us on the 29th July at 4pm for an online panel discussion with AI leaders Eamonn Barrett  from Remi AI Georgie Uppington  from Fresh Supply Co. and Rushabh Sanghavi  from BROSA to find out how AI is revolutionising the supply chain in a broad range of industries. Register your attendance at: https://bit.ly/3r6poX9 #artificialintelligence #machinelearning #supplychain #innovation Artesian (Alternative Investments)LaunchVic,1
Artesian Capital Management,1yr,2022-06-06,none,4,Jefferies and Bell Potter Securities prepare $300m float for Artesian (Alternative Investments) Sydney Angels Sidecar Fund portfolio company Clarity Pharmaceuticals,1
Artesian Capital Management,1yr,2022-06-06,none,1,Excited to back Allen Ng and team to build an extremely user friendly crypto social trading platform! Kikitrade,1
Artesian Capital Management,11mo,2022-06-06,none,3,Can #AI be used in Supply Chains? Is it just hype or is it real? Join us on the 29th July at 4pm for an online panel discussion with AI leaders Eamonn Barrett  from Remi AI Georgie Uppington  from Fresh Supply Co. and Rushabh Sanghavi  from BROSA to find out how AI is revolutionising the supply chain in a broad range of industries. Register your attendance at: https://bit.ly/3r6poX9 #artificialintelligence #machinelearning #supplychain #innovation Artesian (Alternative Investments)LaunchVic,1
Artesian Capital Management,11mo,2022-06-06,none,4,We're thrilled to announce an oversubscribed first capital raise with Artesian (Alternative Investments) leading the round along with a number of private investors. #capitalraising #fintech #spotpass,1
Artesian Capital Management,1yr,2022-06-06,none,2,Congrats to portfolio company ⁦‪Hillridge Technology for winning  the #fintech category of 2021 ⁦‪Extreme Tech Challenge - Hillridge Technology has developed weather-based parametric insurance for farmers to help protect crop yields & livestock https://lnkd.in/eXVy7Wj Artesian (Alternative Investments),1
Artesian Capital Management,8mo,2022-06-06,none,1,"At Evergen, our whole reason for being is to accelerate the transition to renewables, not just in Australia, but globally. Then ultimately we believe that energy costs should come down for all consumers as we increase the penetration of renewables. Presented by World Energy Council and produced by BBC Storyworks #HumanisingEnergy #evergen #ad",1
Artesian Capital Management,7mo,2022-06-06,none,6,"Following on from my podcast contribution with Vicky Lay, I've written a few thoughts on why corporations are looking at startups as a pathway for innovation, and how they can be involved. #corporateinnovation Artesian (Alternative Investments) Gilles Planté",1
Artesian Capital Management,10mo,2022-06-06,none,0,"Artificial intelligence is touted as a revolutionary technology.But what are the exact problems it’s solving in industry?One of Boab's portfolio companies Daitum is addressing a compelling #AI use case in the niche childcare sector with their AI-driven optimisation technology.In Australia alone, there are more than 7,300 childcare centres and in each one of them, workers are trying to manage an incredibly difficult optimisation problem that takes up to 10 hours a week.However with Daitum technology, that arduous process is reduced to minutes and the efficiency gains are in hundreds of thousands of dollars per centre, with better care and compliance outcomes.Join us on the 2nd of September at 4pm to hear how @Daitum’s technology does this. Register via: https://bit.ly/3m8uUb7It’s time to let educators focus on the children and let Daitum worry about compliance. #AI #childcare #rostering#AI #childcare #rosteringRegister via: https://bit.ly/3m8uUb7Artesian (Alternative Investments)LaunchVic Dr Catriona Wallace Roslyn Hames Matthew Clunies-Ross Tim Heasley Andrew Lai Luke Fay Gilles Planté Kaushalya Gunatilaka Luigi Barone Philipp Rohlfshagen Garth Fazldeen Luigi Barone Jared Cohen",1
Artesian Capital Management,11mo,2022-06-06,none,1,On Thu 29/7 join our virtual panel “Stay Ahead of the Curve” #Retail & #eCommerce supply chain optimisation using #AI - with Eamonn Barrett from Remi AI Georgie Uppington from Fresh Supply Co.  & Rushabh Sanghavi from BROSA #supplychain https://t.co/s8X1ydSTv1 LaunchVic Artesian (Alternative Investments) Register via Eventbrite https://lnkd.in/g6ADQ6K,1
Artesian Capital Management,9mo,2022-06-06,none,4,"We are excited to announce that last night Nutromics won in the category of 'Technology Platform Solution of the Year' at the AIIA's 2021 national iAwards!The AIIA's iawards are Australia’s longest-running and most broadly scoped innovation recognition program. What makes this award especially special is the calibre of the finalists that included innovative companies such as Rio Tinto, HCL Technologies, and Orica. This is an incredible achievement and we'd like to thank the people who have made it possible. The inventor of our technology Kevin Plaxco, our hardworking team, and our investors including CP Ventures and Artesian (Alternative Investments). Thank you to our partners RMIT University, UNSW, Monash University, UC Santa Barbara, UC San Diego, St. Vincent's Hospital Sydney, Innovative Manufacturing CRC (IMCRC), and CRC-P. Thanks to the judges at the iAwards who put in an incredible amount of time and effort to make this event possible. Finally thank you to all those who have and continue to show us your support! ...#award #iawards #technology #team #thankyou #people #startup #innovation MedTech Innovator MedTech Actuator #startups #wearabletech #wearabledevices #wearabletechnology #achievement #recognition Peter Vranes Hitesh Mehta Rosie Stramandinoli Reagan Susanto Rob Batchelor Robert Crowder Christopher Schreurs Cassandra D. Marsilea Booth Ali Alinezhad Vinicius Goncales Royina Bakshi 🔸 Warwick D.",1
Aurrigo,2w,2022-06-06,none,2,"Aurrigo's autonomous buses in Cambridge, UK have become a common sight. The vehicles are using Vodafone Multi-access Edge Computing and AWS Wavelength to get around safely and efficiently. Learn more here: https://vdfn.biz/JhrwHf#EdgeComputing #MEC #cloud",1
Aurrigo,3mo,2022-06-06,Thanks Hansjörg Votteler and APCOA PARKING Holdings GmbH for  referencing our new Auto-Patrol remote monitoring and reconnaissance security vehicle.#security #airports #innovation #autonomousvehicles #parking,12,"Autonom fahrenden Fahrzeugen gehört die Zukunft. Besonders spannend finde ich die Modelle des Herstellers Aurrigo mit Sitz in Coventry in der Mitte Englands. Ein Schwerpunkt des Unternehmens liegt auf Transportlösungen für die erste und letzte Meile. Dafür entwickelt die Firma sogenannte Pods, die selbstständig fahren und futuristisch aussehen. Einer davon soll zum Beispiel Fahrgäste an Orten transportieren, wo die Wege von A nach B weit und herkömmliche Verkehrsangebote nicht verfügbar sind. Das gilt etwa für Flughäfen, Universitäten oder Einkaufszentren. Ein weiterer Fokus liegt auf dem Thema Sicherheit. Mit dem Modell Auto-Patrol bietet Aurrigo ein autonomes Fahrzeug, das sich zur Fernüberwachung und Aufklärung einsetzen lässt. Es ist mit Kameras ausgestattet und überträgt die Bilder in Echtzeit an einen Kontrollraum. Zu den Vorteilen gehört etwa, dass das Gefährt rund um die Uhr einsetzbar ist und sich dadurch die Betriebskosten für Sicherheitsvorkehrungen senken lassen. Das macht das Fahrzeug auch für APCOA interessant. Ich kann mir gut vorstellen, dass wir damit in unseren Parkhäusern für Sicherheit sorgen können. #autonomesfahren #sicherheit #mobilitätderzukunft #transport #aurrigo #autopatrol #apcoa #parkhausderzukunft #weconnectparkingmobilityandurbanlife #apcoaparking Bildquelle: Aurrigo Auto-Patrol Autonomous Security Vehicle Thanks to Aurrigo for the great picture.",1
Aurrigo,4mo,2022-06-06,none,4,"Delighted to announce we have secured a contract to supply our new Auto-Sim® software platform to create a ‘digital twin’ of airside operations at Gerald R. Ford International Airport, Michigan.#airports #simulation #software #digital #innovation https://aurrigo.com/news/",1
Aurrigo,1yr,2022-06-06,Want a deep dive into how we started and our future plans. Listen to the candid interview from our founder & CEO David Keene speaking to Andrew Grill and Engineers Australia#engineering #innovation #driverlessvehicles #australiangovernment,12,"One of the promises of 5G is ultra low latency. This is only possible if you put your content as close as possible to the end user. Vodafone has just launched a service with Amazon Web Services (AWS) Wavelength to launch the first Multi-access Edge Computing services in the UK. One of the best uses cases of 5G low latency is autonomous vehicles. Today I had the pleasure of interviewing David Keene, the CEO of Aurrigo for a brand new webinar series for Engineers Australia.One of the topics we discussed was how Aurrigo has piloted an autonomous shuttle bus that runs between the park & ride and the campus at Cambridge University, with Multi-access Edge Compute (MEC) and 5G capabilities greatly improving safety and performance. This the door for more smart city use cases involving autonomous vehicles, as well as the “mobility as a service” model.This is an excellent example of edge computing in action, and AWS servers will be placed right at the 5G cell-site.The webinar I hosted was part of a new thought leadership series from the UK Chapter of Engineers Australia to showcase innovative companies, products and processes to Australian and UK audiences.On the hour-long webinar, we also discussed• The impact of the recent UK-Australia trade deal on international opportunities• The war for talent• The impact of Covid-19 on Engineers• How Engineers are better able to adapt to challenges such as Covid• The challenges of safety and autonomous vehicles• The importance of critical and holistic thinking• How autonomous vehicles can standardise wear and tear on roads• The cybersecurity threats to vehiclesWatch a replay of the Engineers Australia UK webinar here https://lnkd.in/dHw3BTvRead the Vodafone AWS announcement here https://lnkd.in/denbWic#5G #vodafone #AWS #latency #autonomous #edgecomputing #autonomousvehicles #futurist #actionablefuturist",1
Aurrigo,11mo,2022-06-06,Proud to have been a partner in this very important project. Having the worlds first ISO safety standard for low speed autonomous vehicles increases credibility in relation to safe deployments. Nice to see our Auto-Pods referenced below and thanks Siddartha Khastgir for leading the project.#innovation #safety #driverlessvehicles #ISO22737,12,"Excited to announce that the 1st ISO standard for Level 4 Automated Driving Systems has been published - ISO 22737: Low-Speed Automated Driving (LSAD) systems. It has been an honour & absolute privilege to lead this international standardisation project over the last 5 years. Strong standards are fundamental to the safe deployment of #AutomatedVehicles & this is just the first step on our journey. And standardisation is a team effort: I have been extremely lucky to have the support & be mentored by an illustrious team of experts. Special thanks to Takahashi-san Steven Shladover Misumi-san Hitoshi Watanabe Ryan D. Lamm Peter Burns Kawamura-san Heinrich Dr. Gotzig Kenji Okamura Faroog Ibrahim Simon Brewerton Jonathan Harrod Booth Dickson Leow Simon Gilling & many others from the ISO TC 204 & TC204 WG14 committees. Big thanks to David Webb, Nick Fleming, Alex Price, BSI, & Aurrigo for their unwavering support from the UK perspective. Very grateful for everything.Centre for Connected and Autonomous Vehicles Zenzic WMG, University of Warwick High Value Manufacturing Catapult UK Research and Innovation ISO - International Organization for Standardization #selfdriving #autonomousvehicles #CAV #research #collaboration #UKRIFLF",1
Aurrigo,1yr,2022-06-06,We are delight and proud that our founder and CEO David Keene is a finalist in the Ernest and Young UK entrepreneur of the year 2021!#entrepreneur #eoyuk #founder #marketing #innovation #driverlessvehicles #EV #futureoftransport #automotivetechnology #automotivenews,12,"The next finalist up for UK entrepreneur of the year 2021 is David Keene founder and CEO of RDM Group & Aurrigo. David has been at the cutting edge of automotive technology for 27 years and now autonomous vehicles! You will have seen their shuttles in Cambridge and this is only just the start.... David commented ""I am absolutely delighted to have been selected as a finalist for the 2021 Entrepreneur of the year award. This is a prestigious and highly competitive competition so to have come this far is a real honour and I would like to thank the team at EY and the sponsors.""Congratulations David and good luck at judging from the Midlands & South West EOY teamChris Romans Alex McIntosh Billy Chiverton Dipika Mistry Elsa Littlewood Simon Mantell Jeanette Cadogan Dan Salt Matthew Vernon ACA#eoyuk #autonomousvehicles #EV #future #automotivetechnology #innovationhttps://lnkd.in/dKexcCR",1
Aurrigo,7mo,2022-06-06,Great to be part of the showcase at Mondays International Trade Week event in Birmingham.#export #exportingisgreat #innovation #marketing #driverlessvehicles,5,"Meet the companies that showcased UK exporting success at Monday's International Trade Week launch 🌍 From footwear products to energy saving technology - UK products are in demand in markets all over the world. If you’re looking to start or expand your export journey, register now for our virtual and in-person events here 👉 https://bit.ly/3qJ1zX0    Tricker's England - Est. 1829 Baylis & Harding Purple Monster Lyons Instant Coffee Aurrigo Enspec Power Ltd Perfection Foods Ltd ATMOS VR LTD#TradeWeek",1
Automated,1w,2022-06-06,none,4,"Problem: Our problem this week focuses on global lead time delays and worldwide shipping constraints on robot deliveries during the Coronavirus Pandemic.Our Solution: ASA has been easing the burden for our customers by offering reconditioned or low hours demonstration model robots as either temporary installations, on-going leasing, or as outright direct purchases. The benefit to the customer here is that while they wait for the delivery of their new robot, they can start to see the immediate return on investment through the deployment of a low hours demonstration robot.  When the customer’s new unit arrives, we replace and redeploy the temporary robot to a new home.Sound like a solution to a problem you have? Call us to learn more about our reconditioned range. Call 1800 ROBOTS or reach out via this link: https://lnkd.in/g_a2_iSX#automation #refurbishedrobot #solution #solutionwednesday",1
Automated,1mo,2022-06-06,🙌,5,"Build your competitive advantage through automation.Business SA corporate member Automated Solutions Australia P/L specialises in robotic automation, particularly for industrial robotics and manufacturing, aerospace and defence sectors. They have been proudly supporting their customers for 19 years in the industry, even there from the very start of some of their businesses. ASA focuses on improving throughput, quality and productivity and is dedicated in becoming a valued part of their clients' continuous improvement circle.",1
Automated,1mo,2022-06-06,"Great to be part of AW Frazer's ""Jewel in the Crown"". Thanks to Jody Tuckwell and the team at AW Frazer for the shout out.",2,"We decided to do an MTV Cribs shop tour, bucking the trend of the more traditional tours that can be seen on YouTube, sometimes you just gotta have a bit of fun.Follow the link below and let us know if you'd like to see more of our factory.#awfraserltd #instamachinist #madeinnewzealand #bronzeisthenewgold #engineering #cncmachining #cnc #okuma #dmgmori #doosan #machineshoptour #mtvcribs #newzealand AW Fraser LtdOkuma Australia Pty LtdDMG MORI Australia & New ZealandDoosan Machine Tools EuropeAutomated Solutions Australia",1
Automated,1mo,2022-06-06,none,5,"ASA spends a great deal of time redeploying robots. We’ve seen welding robots from old automotive assembly plants turned into palletising robots for the wine industry. The application scope for a redeployed robot is enormous. The key considerations before you buy are the payload of the robot (the weight it can it hold at the end of the arm), and the working envelope of the robot (how far it can reach). Other considerations are the age of the robot, which can impact the cost of the associated replacement parts, whether you’re trying to integrate the latest technology (such as force sensing) into the robot, and your application (whether you require an IP-67 rated, Foundry, or food grade robot).If you’re thinking about purchasing a second-hand robot, why not contact one of our team to organise a pre-purchase inspection? We can power the robot up, check for wear, and advise you of the configuration (reach/payload). If you’ve got an application in mind, we can probably offer some industry insight on whether it’s the ideal robot for the task. Pick up the phone and call 1800 ROBOTS.#automation #solutions #redeploying #mythbustingmonday #fanuc #robots #robotics",1
Automated,1mo,2022-06-06,"Getting the Job done locally at R.C Williams, with thanks to Sam Williams, for allowing us to share. :)",2,Bolstering our production capabilities with robot #2 install underway. #advancedmanufacturing #southaustralia #australianmade #australianmanufacturing,1
Automated,3mo,2022-06-06,none,3,"Automated Solutions Australia is very excited to be exhibiting at the inaugural #AMTIL manufacturing week expo, to be held June 7 to 10 at the International Convention Centre (ICC). Registrations are now open. Click the link below and fill out the form, you will receive a confirmation email after registration. The event is free to attend, and we are very much looking forward to connecting with you there!https://lnkd.in/gFXfwEsH#manufacturing #fanuc #fanucrobotics",1
Automated,3mo,2022-06-06,It's great to be a part of this project with Jody Tuckwell and the team at AW Frazer!,27,"We are currently in the process of install 1 of 3 new automation cells, it’s been a long time coming, but finally we are here and it’s all go!Proudly sitting in front of our NTX3000, this #fanucrobotics will tend the machine with raw material delivery and finished product extraction. Not only will this provide us with productivity gains but it will allow our team to learn new skills and enable us to utilise our time for more productive activities.The future is looking very bright indeed!I’ll provide More details about the system once we have fully commissioned this one. #automation #team #productivity #future #Bronzeisthenewgold #madeinnewzealand #awfraser #engineering #manufacturing",1
Automated,4mo,2022-06-06,#people #teamwork,4,"After a busy festive season, today was the first solid day in the office for 2022. Waiting at the office for me is a Christmas hamper, filled with a sugar load of goodies for the whole family.A company who truely values it's employees does more than just say ""good job"". Actions are louder than words. Thank you Automated Solutions Australia #teamworkmakesthedreamwork",1
Automated,3mo,2022-06-06,An update from our customer on the cells being integrated into AW Fraser in New Zealand. Thanks to Jody Tuckwell as always!#robotics #fanucrobotics #fanuc #manufacturing,17,"Here’s another automation integration update:You’ll hear my excitement at the end of the clip, but seeing this thing work it’s magic is so cool! You’ll notice that even with a relatively large robot, you can delicately remove a component that could quite easily be crushed.We’ve now proven out a full run through and are happy with our choice of tended trolleys, we can get underway with their manufacture. Meanwhile the second automation cell is almost ready for trial and I’ll continue to update as we go 😎 Feel free to ask any questionsAutomated Solutions Australia P/L  #Awfraser #automation #madeinnewzealand #bronzeisthenewgold #engineering #robotics #cncmachining #fanucrobotics",1
Automated,5mo,2022-06-06,none,7,"#Repurposed // This robot has gone from spot welding on a vehicle assembly line to being used to film an advertising campaign for a major Aussie brand. We got the ""we need your help"" call at 4.30pm Friday afternoon & had a refurbished Fanuc R2000iA unit heading to Melbourne by 2pm Monday afternoon. Special thanks to our friends at Automated Solutions Australia P/L in Melbourne for helping out with a base plate for the robot on super short notice.The 210kg payload was required for the heavy spot welder & transformer but now it's the 2.65mtr reach that will be of more benefit for filming.This is one of the more unique robot repurposing projects we've been apart of so definitely looking forward to seeing the finished product.#4DControls #robots #Fanuc #RevitalisingAussieManufacturing #Automation #BackToWork #Refurbished #GoodAsNew 4D Controls",1
Automated,3mo,2022-06-06,"Automated Solutions Australia, getting it done in New Zealand. Thanks to Jody Tuckwell and the team at AW Fraser for the shout out!#fanuc #manufacturing",10,"Automation update: testing out gripper change overs and getting ourselves ready to do a trial run of the following sequence:1. Load raw stock into spindle A ( internal holding )2. Unload 9 finished components in succession from spindle B ( external holding )3. Unload chucking piece from spindle A ( internal gripping )I’m really really enjoying this install as it is paving the way for the direction in which we are heading, working with  Pat Green and Ben Illman from Automation Solutions Australia and seeing how they approach a project like this has been great.More robot spam to come! Sorry not sorry 😎  #automation #project #Madeinnewzealand #fanucrobotics #bronzeisthenewgold #awfraser",1
