index,link,tech,person,nationality,building,organization,country,location,product,event,money,date_
517,https://www.proquest.com/anznews/docview/2653626035/5CA94ED5C6DB48ACPQ/434?accountid=14649,renewable energy,"alan finkel, dr finkel, finkel",australian,,the federal government,australia,,,,about  bn worth of hydrogen,"Apr 24, 2022"
518,https://www.proquest.com/anznews/docview/2655894945/5CA94ED5C6DB48ACPQ/435?accountid=14649,renewable energy,"spike milligan, scott morrison, morrison, mike burgess, katherine deves, anthony albanese, albanese, anne ruston, lainie, lainie anderson","australians, australian",,"asio, medicare","adelaide, australia, china",,,,,"Apr 28, 2022"
519,https://www.proquest.com/anznews/docview/2729228230/5CA94ED5C6DB48ACPQ/436?accountid=14649,renewable energy,"nick xenophon, xenophon, xenophon davis, china, christopher pyne, alexander downer","chinese, south australians, australian",,"senate, huawei, the parliamentary joint committee on intelligence and security, parliament, masdar tribe","canberra, australia, united arab emirates, gibraltar",,,,,"Oct 28, 2022"
520,https://www.proquest.com/anznews/docview/2729224750/5CA94ED5C6DB48ACPQ/437?accountid=14649,renewable energy,"peter dutton, dutton","australian, australians",,labor,australia,,,,,"Oct 28, 2022"
521,https://www.proquest.com/anznews/docview/2660756104/5CA94ED5C6DB48ACPQ/438?accountid=14649,renewable energy,"peter dutton, dutton","australian, australians",,labor,australia,,,,,"May 9, 2022"
522,https://www.proquest.com/anznews/docview/2672823075/5CA94ED5C6DB48ACPQ/439?accountid=14649,renewable energy,"scott morrison, morrison, anthony albanese, albanese, kimberley kitching, barnaby joyce","albanese, teal",,covid,"sydney, victoria",,,,,"Jun 5, 2022"
523,https://www.proquest.com/anznews/docview/2729225955/5CA94ED5C6DB48ACPQ/440?accountid=14649,renewable energy,"pierfrancesco vago, sylvia earle, earle, hayley peacock gower",,,"cruise lines international association, aurora expeditions, silversea cruises","clia, taiwan","south pole, aurora, south georgia, the falkland islands","the sylvia earle, project evolution",,,"Oct 28, 2022"
524,https://www.proquest.com/anznews/docview/2648625821/5CA94ED5C6DB48ACPQ/441?accountid=14649,renewable energy,"peter dutton, dutton","australian, australians",,labor,australia,,,,,"Apr 10, 2022"
525,https://www.proquest.com/anznews/docview/2716366401/5CA94ED5C6DB48ACPQ/442?accountid=14649,renewable energy,anthony albanese,"australians, albanese",,"aukus, quad","australia, china, the united states, the united kingdom, canada, france, germany, italy, japan, us, india",europe,,,,"Sep 22, 2022"
526,https://www.proquest.com/anznews/docview/2683814456/5CA94ED5C6DB48ACPQ/443?accountid=14649,renewable energy,"lindsay partridge, partridge","european, australian",,"manufacturing brickworks, brickworks, washington h soul pattinson, goodman joint venture","italy, spain, australia, brisbane, us","europe, western sydney",,,,"Jul 4, 2022"
527,https://www.proquest.com/anznews/docview/2699819736/5CA94ED5C6DB48ACPQ/444?accountid=14649,renewable energy,"moody s, stuart kirk, kirk, mike cannon brookes, anna collyer, collyer, scott hargreaves","australian, albanese",,"financial times, hsbc, the energy security board, the institute of public affairs","sydney, australia",,,,,"Aug 9, 2022"
528,https://www.proquest.com/anznews/docview/2695582449/5CA94ED5C6DB48ACPQ/445?accountid=14649,renewable energy,"anthony albanese, malcolm turnbull, maureen goldie blackwood, ed, frank wafer, nancy pelosi, pelosi, glen kleinschmidt, vale, peter dutton, richard bentley","us, australians",the royal adelaide hospital emergency department,"parliament, the chinese communist party, kuomintang party","taiwan, beijing",,,,,"Jul 29, 2022"
529,https://www.proquest.com/anznews/docview/2667042744/5CA94ED5C6DB48ACPQ/446?accountid=14649,renewable energy,"kevin moriarty, tony sacre, moriarty, sacre, ian burdon, burdon",,,"the degrees board, asx",,,,,,"May 21, 2022"
530,https://www.proquest.com/anznews/docview/2647903907/5CA94ED5C6DB48ACPQ/447?accountid=14649,renewable energy,"craig kelly, albo, scomo, scott morrison, shane oliver, bob hawke s, paul keating s, keating, morgan stanley, kevin s","australians, hawaiian",,"amp capital, australian renewable energy agency arena, stockhead daily newsletters",,,asx eos,,,"Apr 8, 2022"
531,https://www.proquest.com/anznews/docview/2681986525/5CA94ED5C6DB48ACPQ/448?accountid=14649,renewable energy,"natasha stott despoja, stott despoja, b hinton, torrensville, roman rautenberg, antonio guterres, guterres, ray peck, david robertson, vladimir putin, edmund burke, adolf hitler, robert mccormick, peter malinauskas","russian, polish, ukrainian, sa, australians",,"the un human rights council, un s, un, the australian population research institute","libya sudan, china russia, cuba, venezuela, australia, victoria, us, eden, hills russia, ukraine, berlin",,,,,"Jun 30, 2022"
532,https://www.proquest.com/anznews/docview/2699819665/5CA94ED5C6DB48ACPQ/449?accountid=14649,renewable energy,"chris bowen, bowen, tony wood, ted o brien","australia, australian, australians",the national press club,"grattan institute s, parliament, the labor government, greens, senate, the institute of public affairs",queensland,,,,,"Aug 9, 2022"
533,https://www.proquest.com/anznews/docview/2669742897/5CA94ED5C6DB48ACPQ/451?accountid=14649,renewable energy,"anthony albanese, malcolm turnbull, maureen goldie blackwood, ed, frank wafer, nancy pelosi, pelosi, glen kleinschmidt, vale, peter dutton, richard bentley","us, australians",the royal adelaide hospital emergency department,"parliament, the chinese communist party, kuomintang party","taiwan, beijing",,,,,"May 28, 2022"
534,https://www.proquest.com/anznews/docview/2665953006/5CA94ED5C6DB48ACPQ/452?accountid=14649,renewable energy,chris wiltshire,,,hia sa s,,,,,,"May 19, 2022"
535,https://www.proquest.com/anznews/docview/2666690603/5CA94ED5C6DB48ACPQ/453?accountid=14649,renewable energy,"matt tindale, tindale, brett shoemaker, shoemaker, melissa houghton, houghton","aussies, australians",,"linkedin australia, eighty communications",australia,the asia pacific,,,,"May 20, 2022"
536,https://www.proquest.com/anznews/docview/2673434737/5CA94ED5C6DB48ACPQ/454?accountid=14649,renewable energy,"ian tonkin strathalbyn, brian measday, bryan clarke, maureen goldie blackwood, philip matthews, gordon drennan, deni varnhagen, varnhagen",australian,,"diamond energy, aflw",australia,,,,,"Jun 7, 2022"
537,https://www.proquest.com/anznews/docview/2663105847/5CA94ED5C6DB48ACPQ/455?accountid=14649,renewable energy,"sam maresh, som shantanu, shatanu, shantanu, maresh, shan tanu, alan finkel",east asian,mw tallawarra b project,"ge s, ge gas power s, rfqs, ge, t gen","australia, adelaide, singapore, darwin katherine, japan, south korea, china, hong kong","asia, channel island, europe",,the australian hydrogen conference,,"May 13, 2022"
538,https://www.proquest.com/anznews/docview/2672462630/5CA94ED5C6DB48ACPQ/456?accountid=14649,renewable energy,"barry hicks frewville, susan polmear brighton, domenica cavuoto, klemzig, anthony albanese, k osborn, laura, josh cavallo, cavallo, peter balan st, christopher pyne, james stevens, ian tonkin, peter laffrey, mary anne higgins",australian,,whyalla secondary college,"australia, rose park",europe,,,,"Jun 3, 2022"
539,https://www.proquest.com/anznews/docview/2728585516/5CA94ED5C6DB48ACPQ/457?accountid=14649,renewable energy,taranto,"australians, australian",,the world economic forum,,planet earth,,world environment day,,"Oct 27, 2022"
540,https://www.proquest.com/anznews/docview/2672824222/5CA94ED5C6DB48ACPQ/458?accountid=14649,renewable energy,"joe hildebrand, bob schnell, peter m, katie mccusker felixstow, jim chalmers, anthony albanese, amy hiller, hip pocket, chas barter, rishi sunak, bob cowley, broadview, british changes, alf garnett, maureen goldie blackwood","saudi, australians, british, americans, hindu, tory",,the tory party,"australia, us",,,"the ukraine war, the russian war",,"Jun 4, 2022"
541,https://www.proquest.com/anznews/docview/2677192266/5CA94ED5C6DB48ACPQ/459?accountid=14649,renewable energy,"chris brotherton lockleys, domenica cavuoto, klemzig, d g pitt, anthony albanese, bob schnell everard, uluru, craig wilkins, bob cowley, arnie s, rick drewer, gawler east","australians, chinese, us",,,us,the indo pacific region,,,,"Jun 17, 2022"
542,https://www.proquest.com/anznews/docview/2699545549/5CA94ED5C6DB48ACPQ/460?accountid=14649,renewable energy,"anthony albanese, brennan blakeview, radley king mawson, paul frisby, bob ruwoldt, pork, peter malinauskas, david jannsen, adelaide, mark mcgowan, ching ang, magill, ruth potter kadina",,,"the fair work commission, the wa government s","australia, india, china, collie",,,,,"Aug 8, 2022"
543,https://www.proquest.com/anznews/docview/2699545945/5CA94ED5C6DB48ACPQ/461?accountid=14649,renewable energy,"eddie betts, rosemary mcgrath, caleb bond, the advertiser, lindsay, david bishop, garry turner, ilaina nolan, cheltenham, james stevens, switkowski, stevens",australians,arndale shopping centre,"parliament, the howard government, colin, fraser",canberra,,,,,"Aug 8, 2022"
544,https://www.proquest.com/anznews/docview/2729228212/5CA94ED5C6DB48ACPQ/462?accountid=14649,renewable energy,gitlin,canadian,,,"washington dc, us, australia",,,,,"Oct 28, 2022"
545,https://www.proquest.com/anznews/docview/2729224715/5CA94ED5C6DB48ACPQ/463?accountid=14649,renewable energy,"jim chalmers, chalmers, charles croucher, tanya plibersek, chris bowen, plibersek, peter dutton, paul kelly","chalmers, australian",,"treasury, channel s",australia,,,,,"Oct 28, 2022"
546,https://www.proquest.com/anznews/docview/2666681709/5CA94ED5C6DB48ACPQ/464?accountid=14649,renewable energy,"jim chalmers, chalmers, charles croucher, tanya plibersek, chris bowen, plibersek, peter dutton, paul kelly","chalmers, australian",,"treasury, channel s",australia,,,,,"May 21, 2022"
547,https://www.proquest.com/anznews/docview/2729228572/5CA94ED5C6DB48ACPQ/465?accountid=14649,renewable energy,,,"the coral coast highway, the planet coral coast highway, kalbarri national park, monkey mia, big lagoon, hamelin pool, ningaloo lighthouse resort, lesueur national park, the kalbarri skywalk nature s",,"perth, kalbarri, exmouth, carnarvon, cervantes, geraldton","western australia s, coral coast highway, ningaloo reef, kalbarri national park, indian ocean, earth, perth, green head, hutt lagoon, shark bay, shark bay s shell beach, big lagoon, ningaloo coast, the ningaloo coast, nambung national park, jurien bay, murchison river, dirk hartog island",,,,"Oct 28, 2022"
548,https://www.proquest.com/anznews/docview/2672823859/5CA94ED5C6DB48ACPQ/466?accountid=14649,renewable energy,"jim chalmers, chalmers, charles croucher, tanya plibersek, chris bowen, plibersek, peter dutton, paul kelly","chalmers, australian",,"treasury, channel s",australia,,,,,"Jun 5, 2022"
549,https://www.proquest.com/anznews/docview/2666688348/5CA94ED5C6DB48ACPQ/467?accountid=14649,renewable energy,"ryan moeller, ryan, calvin dorn, cook, alex, jenn dant, jason momoa, amanda woods","australians, hawaiian, hawaii","kona airport, the gunstock ranch","the hawaii visitors and convention bureau, the lahaina restoration foundation, the alohilani resort, outrigger, hawaiian airlines, abc","hawaii, malama, kona, waikiki, australia, honolulu, sydney, aloha","hawaii, maui, kauai, hawaii island, kohala coast, kealakekua bay, north shore, turtle bay",mananalu,,,"May 20, 2022"
550,https://www.proquest.com/anznews/docview/2709010340/5CA94ED5C6DB48ACPQ/468?accountid=14649,renewable energy,"scott morrison, anthony albanese, morrison","australians, pacific",,"pm, labor, the fair work commission healthcare coalition, the fair work commission, fwc, ndis, the national disability insurance agency, the ndia national security coalition",australia,pacific island,,,multibillion dollar,"Sep 3, 2022"
551,https://www.proquest.com/anznews/docview/2666690817/5CA94ED5C6DB48ACPQ/469?accountid=14649,renewable energy,"sam elsom, elsom, vicki, david jones, sheree commerford, kelly, sheree, commerford, tim flannery, flannery, tim, morrison, barnaby joyce, madeleine king, nigel tomkins, rocky de nys, lorenna machado, marie magnussen, nick paul, sam elsom s, rocky, heidi middleton, stephen turner, middleton, turner, craig sanderson, matt, jensen, simon cameron, cameron, m j bale, nuffield, richard gardner, volta greentech, pia winberg, csiro, winberg","australian, albanese, csiro","spring bay mill, the uk lane crawford, ku ring gai chase national park, sea forest","groundswell, central st martins college, bracewell, elsom, selfridges, barneys, the climate council s, flannery, the european union, james cook university, csiro, meat livestock australia, the us epa, sass bide, the university of tasmania, the university of waikato, m j bale, sea forest, elsom sea forest, the australian seaweed institute, futurefeed","tasmania, melbourne, noosa, london, sydney, hong kong, us, mumbai, sydney s, pittwater, glasgow, townsville, hobart, triabunna, new zealand, byron bay, byron, kingston, fonterra, australia, hawaii, sweden, rumen","spring bay, sea forest, the northern beaches peninsula, the queensland coast, maria island, the tasmania midlands, north western nsw, rangers valley, australia, the southern hemisphere, south australia, blue ocean",futurefeed,the united nations climate summit,multimillion dollar,"May 20, 2022"
552,https://www.proquest.com/anznews/docview/2661570627/5CA94ED5C6DB48ACPQ/470?accountid=14649,renewable energy,"scott morrison, anthony albanese, morrison","australians, pacific",,"pm, labor, the fair work commission healthcare coalition, the fair work commission, fwc, ndis, the national disability insurance agency, the ndia national security coalition",australia,pacific island,,,multibillion dollar,"May 11, 2022"
553,https://www.proquest.com/anznews/docview/2662041908/5CA94ED5C6DB48ACPQ/471?accountid=14649,renewable energy,"lachlan coathupe, lachlan, brown, thomas playford",,olympic dam,"whyalla, the university of adelaide, liberty primary steel, bhp, the playford trust","roxby downs, whyalla",,,,,"May 12, 2022"
554,https://www.proquest.com/anznews/docview/2726578380/5CA94ED5C6DB48ACPQ/472?accountid=14649,renewable energy,"lachlan coathupe, lachlan, brown, thomas playford",,olympic dam,"whyalla, the university of adelaide, liberty primary steel, bhp, the playford trust","roxby downs, whyalla",,,,,"Oct 22, 2022"
555,https://www.proquest.com/anznews/docview/2648804256/5CA94ED5C6DB48ACPQ/473?accountid=14649,renewable energy,"tracy melenewycz, darren gladman, darren, richard vargas, richard, mark, michael, jonathan","australians, aussie",,"brisbane sustainability agency, the clean energy council, united solar group, united solar group s",victoria,,,,,"Apr 10, 2022"
556,https://www.proquest.com/anznews/docview/2648625157/5CA94ED5C6DB48ACPQ/474?accountid=14649,renewable energy,,,,"the national electrical and communications association neca, the electrical association, neca","adelaide, perth",,,,,"Apr 10, 2022"
557,https://www.proquest.com/anznews/docview/2681896490/5CA94ED5C6DB48ACPQ/475?accountid=14649,renewable energy,,,,"the national electrical and communications association neca, the electrical association, neca","adelaide, perth",,,,,"Jun 30, 2022"
558,https://www.proquest.com/anznews/docview/2697149774/5CA94ED5C6DB48ACPQ/476?accountid=14649,renewable energy,"alison anderson, anderson, andrew rossander angus, rossander, helena, andrew, shane mcintyre, mcintyre",,"rossander angus stud, dundonald dairies, rossander park, caramut road",,"warrnambool, sydney, adelaide, london, victoria",merri river,,,,"Aug 3, 2022"
559,https://www.proquest.com/anznews/docview/2719516542/5CA94ED5C6DB48ACPQ/477?accountid=14649,renewable energy,,,,trafigura,"whyalla, point lowly, port pirie","sa, deepwater port",,,,"Oct 1, 2022"
560,https://www.proquest.com/anznews/docview/2677668737/5CA94ED5C6DB48ACPQ/478?accountid=14649,renewable energy,"sreeraj balachandran, balachandran, tony wood",,,"nyrstar smelter, rio tinto aluminium, sumitomo corporation, grattan institute, australian associated press","whyalla, port pirie, port augusta, australia, hallett, augusta, queensland, adelaide, rio, yarwun, gladstone, japan","the upper spencer gulf, north american",,,,"Jun 18, 2022"
561,https://www.proquest.com/anznews/docview/2677668571/5CA94ED5C6DB48ACPQ/479?accountid=14649,renewable energy,"alison anderson, anderson, andrew rossander angus, rossander, helena, andrew, shane mcintyre, mcintyre",,"rossander stud, rossander park, caramut road",cbre agriculture,"warrnambool, sydney, adelaide, london, rossander, victoria",merri river,,,,"Jun 18, 2022"
562,https://www.proquest.com/anznews/docview/2691094744/5CA94ED5C6DB48ACPQ/480?accountid=14649,renewable energy,"alison anderson, anderson, andrew rossander angus, rossander, helena, andrew, shane mcintyre, mcintyre",,"rossander stud, rossander park, caramut road",cbre agriculture,"warrnambool, sydney, adelaide, london, rossander, victoria",merri river,,,,"Jul 19, 2022"
563,https://www.proquest.com/anznews/docview/2677668745/5CA94ED5C6DB48ACPQ/481?accountid=14649,renewable energy,"brett benbow, benbow, peter malinauskas",,"arid lands botanic gardens, port augusta whyalla, port pirie, the standpipe golf motor inn","the sydney university, port augusta, the million hallett group green cement project, bunnings hardware store, bunnings","port augusta, port pirie city council, olary, adelaide",,,the covid pandemic,,"Jun 18, 2022"
564,https://www.proquest.com/anznews/docview/2720952807/5CA94ED5C6DB48ACPQ/482?accountid=14649,renewable energy,"alison anderson, anderson, andrew rossander angus, rossander, helena, andrew, shane mcintyre, mcintyre",,"rossander stud, rossander park, caramut road",cbre agriculture,"warrnambool, sydney, adelaide, london, rossander, victoria",merri river,,,,"Oct 5, 2022"
565,https://www.proquest.com/anznews/docview/2672761381/5CA94ED5C6DB48ACPQ/483?accountid=14649,renewable energy,"sreeraj balachandran, balachandran, tony wood",north american,the yarwun plant,"nyrstar smelter, hallett, rio tinto aluminium, sumitomo corporation, grattan institute","whyalla, port pirie, port augusta, queensland, adelaide, rio, gladstone, japan, australia",the upper spencer gulf,,,,"Jun 4, 2022"
566,https://www.proquest.com/anznews/docview/2672761018/5CA94ED5C6DB48ACPQ/484?accountid=14649,renewable energy,"guy barnett, barnett, stephen poke, poke",tasmanian,,"state treasury, australian bureau of statistics, abs, wynyard based, edrill australia s","tasmania, china, australia, south korea, adelaide",,,,,"Jun 4, 2022"
567,https://www.proquest.com/anznews/docview/2700371667/5CA94ED5C6DB48ACPQ/485?accountid=14649,renewable energy,"guy barnett, barnett, stephen poke, poke",tasmanian,,"state treasury, australian bureau of statistics, wynyard based","tasmania, china, australia, south korea, thailand, taiwan japan, us, adelaide",,,,,"Aug 11, 2022"
568,https://www.proquest.com/anznews/docview/2677668221/5CA94ED5C6DB48ACPQ/486?accountid=14649,renewable energy,,,,trafigura,"whyalla, point lowly, port pirie","sa, deepwater port",,,,"Jun 18, 2022"
569,https://www.proquest.com/anznews/docview/2716925338/5CA94ED5C6DB48ACPQ/487?accountid=14649,renewable energy,"alison anderson, anderson, andrew rossander angus, rossander, helena, andrew, shane mcintyre, mcintyre",,"rossander stud, rossander park, caramut road",cbre agriculture,"warrnambool, sydney, adelaide, london, rossander, victoria",merri river,,,,"Sep 24, 2022"
570,https://www.proquest.com/anznews/docview/2672769130/5CA94ED5C6DB48ACPQ/488?accountid=14649,renewable energy,"andrew cole, kaan peker",,,"oz minerals, bhp, coles, rbc","wa, adelaide, nt, sa, west musgrave, west mulgrave, leonora, kalgoorlie, west musgrave s",,,,,"Jun 4, 2022"
571,https://www.proquest.com/anznews/docview/2672761236/5CA94ED5C6DB48ACPQ/489?accountid=14649,renewable energy,"guy barnett, barnett, stephen poke, poke",tasmanian,,"state treasury, australian bureau of statistics, wynyard based","tasmania, china, australia, south korea, thailand, taiwan japan, us, adelaide",,,,,"Jun 4, 2022"
572,https://www.proquest.com/anznews/docview/2654402933/5CA94ED5C6DB48ACPQ/490?accountid=14649,renewable energy,"guy barnett, barnett, edrill australia s, stephen poke, poke",tasmanian,,"state treasury, australian bureau of statistics, abs","tasmania, china, australia, south korea, thailand, taiwan japan, us, wynyard, adelaide",,,,,"Apr 26, 2022"
573,https://www.proquest.com/anznews/docview/2727432277/5CA94ED5C6DB48ACPQ/491?accountid=14649,renewable energy,"john bockris, bockris, chris o rourke","saudi, arabia",cbd land,tesla,"adelaide, australia, the united states, honduras, us",,,,dollar,"Oct 24, 2022"
574,https://www.proquest.com/anznews/docview/2500281072/5CA94ED5C6DB48ACPQ/492?accountid=14649,renewable energy,"carter, bill storer, cross, ian roach, andrew hirst, andrew, adam bandt s, brian measday, john cooper, richard dempsey, pat cummins, steve barnett fingal bay",,,"the australian government s, robodebt, lnp","lambton, australia, sydney, adelaide, perth, brisbane, melbourne",,,,,"Mar 11, 2021"
575,https://www.proquest.com/anznews/docview/2672761285/5CA94ED5C6DB48ACPQ/493?accountid=14649,renewable energy,"peter hoj, carl spandler, paul heithersay, scott morrison, sandler, spandler, nigel cook",australian,olympic dam,"adelaide university, the australian critical minerals research centre, energy and mining department, the sa museum, unisa, the mining and energy department","australia, adelaide, south australia, queensland","mount gambier, the gawler craton",,,,"Jun 4, 2022"
576,https://www.proquest.com/anznews/docview/2678952077/5CA94ED5C6DB48ACPQ/494?accountid=14649,renewable energy,"guy barnett, barnett, stephen poke, poke",tasmanian,,"state treasury, australian bureau of statistics, wynyard based","tasmania, china, australia, south korea, thailand, taiwan japan, us, adelaide",,,,,"Jun 22, 2022"
577,https://www.proquest.com/anznews/docview/2711072649/5CA94ED5C6DB48ACPQ/495?accountid=14649,renewable energy,"wes fang, griffith, fang, anthony mcfarlane, murray, mcfarlane, rod kendall",nsw,,the nsw government,"wagga, sap wagga, melbourne sydney, adelaide, riverina, nsw, wagga city council",riverina,,,more than million dollars,"Sep 8, 2022"
578,https://www.proquest.com/anznews/docview/2672761122/5CA94ED5C6DB48ACPQ/496?accountid=14649,renewable energy,"john laing, kohlberg kravis roberts, jarden qic","italian, australian",,"enel, credit suisse, enel group, keppel infrastructure, craigs, morrison co, vector","australia, south australia, victoria, singapore, new zealand",,,,"hundreds of millions of dollars, about nz bn","Jun 4, 2022"
579,https://www.proquest.com/anznews/docview/2667428749/5CA94ED5C6DB48ACPQ/497?accountid=14649,renewable energy,"guy barnett, tubby mcgee noodle, barnett, stephen poke, poke",tasmanian,,"state treasury, australian bureau of statistics","tasmania, china, australia, south korea, thailand, taiwan japan, us, adelaide",coast,,,,"May 23, 2022"
580,https://www.proquest.com/anznews/docview/2682778439/5CA94ED5C6DB48ACPQ/498?accountid=14649,renewable energy,"helen haines, zali steggall, rebekha sharkie, andrew wilkie, anthony albanese, cathy mcgowan","teal, independents",,"indigo power, haines, indi","warringah, the adelaide hills, hobart, victoria, nsw, australia",,,,,"Jul 2, 2022"
581,https://www.proquest.com/anznews/docview/2716925230/5CA94ED5C6DB48ACPQ/499?accountid=14649,renewable energy,"andrew twiggy forrest s, darl andrew forrest, forrest, champion grace, wow, grace, downton abbey, darl, forrest perfect, gina rinehart, kevin rudd s, twiggy, andrew, nicola, andrew forrest, nichola garvey, garvey, tony worby, warwick grigor, rupert murdoch, r m williams, paul johnson, johnson, andrew hagger, tattarang, hagger, matt kean, hunter, andrew forrest s, joe biden, john forrest, john, alexander, david ran, minderoo, judy, don forrest, yearold forrest, grigor, grigor forrest, warwick, michael west, west, malcolm turnbull, nick warner, guy debelle, nick evans, mike cannon brookes, fortescue forrest, gracie, sexy legs, jay weatherill, forrests, sophia, sydney, warren buffett, bill gates, mark westfield, andrew burrell, joseph gutnick, francis, marcelo sanchez sorondo, sorondo, william wilberforce, joe aston, david mendelawitz, mendelawitz, elmore, fortescue, nyidie, michele madigan, matt canavan, dr forrest, don, michael woodley, woodley","chinese, australians, australian, south australian, us, victorian, canadian, italian, pakistanis, uighurs, christian, french, yindjibarndi, indigenous australians","forrest hall, forrest hall stage, the liddell power station, minderoo station, rockpool, parliament house, vatican, green energy plant, solomon mine hub, cottesloe","the australian financial review, masthead, fortescue metals group, fortescue, federal labor government, bhp, rio tinto, minderoo foundation, phd, bahamas, forrest, marine research program, the forrest research foundation, university of western australia, forrest hall s, forrestworld, the minderoo foundation, forrest s, nicola s, bega cheese, pura farmers union, vegemite, agl energy, liddell, navy, the white house, wa, the federal parliament, perth s hale, fortescue future industries ffi, new york times, ffi, peak intelligence agency, the reserve bank, e on, the greenenergy company of europe, atlassian, us, forbes, anaconda nickel, anaconda, foundation, labor, thrive by five, federal court, supreme court, nsw supreme court, the australian securities and investments commission, the minderoo foundation s, the global freedom network, la stampa, perth s, curtin university, curtin, the yindjibarndi aboriginal corporation, the solomon hub, the federal labor albanese government, the australian national audit office, the josephite religious order, canavan","australia, perth beachside, cottesloe, ukraine, mozambique, mongolia, gladstone, perth, china, singapore, sydney, glasgow, london, germany, britain, france, liddell, canberra garvey, port hedland, pilbara, melbourne, pakistan, punjab, broome, queensland, singleton, kimberley","the central queensland coast, lizard island, the great barrier reef, the hunter valley, the west wing, the pilbara region, northern western australia, central perth, minderoo, perth, swan river, the pilbara coast, australia, pilbara",the akoya oyster,,"multibillion dollar, more than billion","Sep 24, 2022"
582,https://www.proquest.com/anznews/docview/2678952160/5CA94ED5C6DB48ACPQ/501?accountid=14649,renewable energy,"andrew cole, kaan peker",,,"oz minerals, bhp, coles, rbc","wa, adelaide, nt, sa, west musgrave, west mulgrave, leonora, kalgoorlie, west musgrave s",,,,,"Jun 22, 2022"
583,https://www.proquest.com/anznews/docview/2652716699/5CA94ED5C6DB48ACPQ/502?accountid=14649,renewable energy,"wes fang, griffith, fang, anthony mcfarlane, murray, mcfarlane, rod kendall",nsw,,the nsw government,"wagga, sap wagga, melbourne sydney, adelaide, riverina, nsw, wagga city council",riverina,,,more than million dollars,"Apr 21, 2022"
584,https://www.proquest.com/anznews/docview/2723850024/5CA94ED5C6DB48ACPQ/503?accountid=14649,renewable energy,"leanne minshull, the uluru statement, graeme wood, david walsh, fred woollard, therese cochrane, wentworth, allegra, wendy askew, minshull, cassy o connor, minshall, eric abetz","green, greens, tasmanian",,"senate, the communications electrical and plumbing union, the fledgling party, greens, the local party s, australia institute, the jacqui lambie network","tasmania, south australia, nsw, sydney, victoria",lower house,,,,"Oct 13, 2022"
585,https://www.proquest.com/anznews/docview/2652869033/5CA94ED5C6DB48ACPQ/504?accountid=14649,renewable energy,"andrew forrest s, forrest, chris bowen, bowen","perdaman, sa",hectare hunter energy park,"incitec pivot, the australian renewable energy agency, perdaman s, neurizer s","brisbane, fortescue, agl, liddell, australia, karratha wa, south australia","gibson island, northern australia, leigh creek",,,,"Apr 22, 2022"
586,https://www.proquest.com/anznews/docview/2707461468/5CA94ED5C6DB48ACPQ/505?accountid=14649,renewable energy,,,,ndevr,"australia, tasmania, victoria, ukraine, russia",,,,,"Aug 29, 2022"
587,https://www.proquest.com/anznews/docview/2707460405/5CA94ED5C6DB48ACPQ/506?accountid=14649,renewable energy,"chris bowen, ikea kleppstad, bowen, tony davis, davis, tim flannery",albanese,,,canberra,,,,,"Aug 29, 2022"
588,https://www.proquest.com/anznews/docview/2655557307/5CA94ED5C6DB48ACPQ/507?accountid=14649,renewable energy,"chris bowen, ikea kleppstad, bowen, tony davis, davis, tim flannery",albanese,,,canberra,,,,,"Apr 26, 2022"
589,https://www.proquest.com/anznews/docview/2652716653/5CA94ED5C6DB48ACPQ/508?accountid=14649,renewable energy,"ron hobba camberwell, simon holmes a court, victoria webster, north adelaide, malcolm turnbull s, simon holmes, turnbull, petard, mozz, mandy macmillan singleton, isabelle henry ascot, trent zimmerman, jason falinski, flynn, colin boyce, barnaby joyce, scott morrison, morrison, zimmerman, falinski, fiona colin",,,"alp, the liberal party, newspoll, senate, nationals","victoria, glasgow, australia, malvern",,,,,"Apr 21, 2022"
590,https://www.proquest.com/anznews/docview/2704937526/5CA94ED5C6DB48ACPQ/509?accountid=14649,renewable energy,"leanne minshull, the uluru statement, graeme wood, david walsh, fred woollard, therese cochrane, wentworth, allegra, wendy askew, minshull, cassy o connor","green, greens, tasmanian",,"senate, the maritime union of australia, the communications electrical and plumbing union, the fledgling party, australia institute","tasmania, south australia, nsw, sydney, victoria",lower house,,,,"Aug 16, 2022"
591,https://www.proquest.com/anznews/docview/2711072347/5CA94ED5C6DB48ACPQ/510?accountid=14649,renewable energy,"brent merrick, tim watson","albanese, australians",,"the electric vehicle council, ampol, installer jetcharge","australia, adelaide, cairns, nsw, bourke, broken hill, sydney, kununurra, kimberley, norway","the nullarbor plain, norway",,,hundreds of millions of dollars,"Sep 8, 2022"
592,https://www.proquest.com/anznews/docview/2649752549/5CA94ED5C6DB48ACPQ/511?accountid=14649,renewable energy,"ignacio galan, daniel andrews","spanish, victorian, european, australian","flyers creek wind, the mw broadsound solar plant","iberdrola, infigen, agl energy origin energy, agl, partners group s, bn cwp, shell icg, meridian energy s","australia, iberdrola, energyaustralia, macquarie, avonlie, nsw, port augusta, south australia, queensland",,,,,"Apr 14, 2022"
593,https://www.proquest.com/anznews/docview/2673434570/5CA94ED5C6DB48ACPQ/512?accountid=14649,renewable energy,"sanjeev gupta, gupta, clare mclaughlin",,,"whyalla steelworks, whyalla greensteel",whyalla,"south australia s, europe",,,multi million dollar,"Jun 7, 2022"
