title,links_,publised_date_,company
Smead Aerospace houses new partnership on autonomous air mobility and sensing - Mirage News,https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3Lm1pcmFnZW5ld3MuY29tL3NtZWFkLWFlcm9zcGFjZS1ob3VzZXMtbmV3LXBhcnRuZXJzaGlwLW9uLTc4MjA3My_SAQA?oc=5,"Sat, 14 May 2022 07:00:00 GMT",aerospace engineering
Airbus satellite facility destined for Australian Space Park in Adelaide - Defence Connect,https://news.google.com/__i/rss/rd/articles/CBMifWh0dHBzOi8vd3d3LmRlZmVuY2Vjb25uZWN0LmNvbS5hdS9rZXktZW5hYmxlcnMvMTA0MzYtYWlyYnVzLXNhdGVsbGl0ZS1mYWNpbGl0eS1kZXN0aW5lZC1mb3ItYXVzdHJhbGlhbi1zcGFjZS1wYXJrLWluLWFkZWxhaWRl0gEA?oc=5,"Mon, 01 Aug 2022 07:00:00 GMT",aerospace engineering
Manufacturing Supervisor – Defence Connect Jobs - jobs.defenceconnect.com.au,https://news.google.com/__i/rss/rd/articles/CBMiQGh0dHBzOi8vam9icy5kZWZlbmNlY29ubmVjdC5jb20uYXUvam9iL21hbnVmYWN0dXJpbmctc3VwZXJ2aXNvci_SAQA?oc=5,"Wed, 14 Sep 2022 07:00:00 GMT",aerospace engineering
Aurora to produce Airspeeder flying car races - Broadcast,https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LmJyb2FkY2FzdG5vdy5jby51ay9wcm9kdWN0aW9uL2F1cm9yYS10by1wcm9kdWNlLWFpcnNwZWVkZXItZmx5aW5nLWNhci1yYWNlcy81MTcxMjQyLmFydGljbGXSAQA?oc=5,"Fri, 27 May 2022 07:00:00 GMT",aerospace engineering
Pandemic has put long-haul pilots in a stressful tailspin - EurekAlert,https://news.google.com/__i/rss/rd/articles/CBMiL2h0dHBzOi8vd3d3LmV1cmVrYWxlcnQub3JnL25ld3MtcmVsZWFzZXMvOTYwNjcy0gEA?oc=5,"Tue, 02 Aug 2022 07:00:00 GMT",aerospace engineering
Sierra Space partners with Turkish Space Agency and ESEN - SpaceWatch.Global,https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vc3BhY2V3YXRjaC5nbG9iYWwvMjAyMi8wNy9zaWVycmEtc3BhY2UtcGFydG5lcnMtd2l0aC10dXJraXNoLXNwYWNlLWFnZW5jeS1hbmQtZXNlbi_SAQA?oc=5,"Fri, 01 Jul 2022 07:00:00 GMT",aerospace engineering
Airspeeder and IWC announce engineering and timekeeping partnership – sUAS News – The Business of Drones - sUAS News,https://news.google.com/__i/rss/rd/articles/CBMiZWh0dHBzOi8vd3d3LnN1YXNuZXdzLmNvbS8yMDIxLzA2L2FpcnNwZWVkZXItYW5kLWl3Yy1hbm5vdW5jZS1lbmdpbmVlcmluZy1hbmQtdGltZWtlZXBpbmctcGFydG5lcnNoaXAv0gEA?oc=5,"Tue, 15 Jun 2021 07:00:00 GMT",aerospace engineering
Opinion: Why we need to slam the brakes on autonomous cars - Drive,https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vd3d3LmRyaXZlLmNvbS5hdS9jYXJhZHZpY2Uvb3Bpbmlvbi13aHktd2UtbmVlZC10by1zbGFtLXRoZS1icmFrZXMtb24tYXV0b25vbW91cy1jYXJzL9IBAA?oc=5,"Fri, 25 Mar 2022 07:00:00 GMT",autonomous vehicle technology
Is Tesla’s Autopilot Technology Legal in Australia? - Gizmodo Australia,https://news.google.com/__i/rss/rd/articles/CBMiPWh0dHBzOi8vd3d3Lmdpem1vZG8uY29tLmF1LzIwMjIvMDgvdGVzbGEtYXV0b3BpbG90LWF1c3RyYWxpYS_SAQA?oc=5,"Tue, 16 Aug 2022 07:00:00 GMT",autonomous vehicle technology
Driverless buses to hit the road next year - news.com.au,https://news.google.com/__i/rss/rd/articles/CBMigwFodHRwczovL3d3dy5uZXdzLmNvbS5hdS90cmF2ZWwvdHJhdmVsLXVwZGF0ZXMvcmV2b2x1dGlvbmFyeS1jaGFuZ2UtdG8tYnVzLXRyYXZlbC1pbi1uc3cvbmV3cy1zdG9yeS8yMDFhMjIyZDg1MDUwZWRjYjc0ZjNlNmZjYmNlZTZkM9IBhwFodHRwczovL3d3dy5uZXdzLmNvbS5hdS90cmF2ZWwvdHJhdmVsLXVwZGF0ZXMvcmV2b2x1dGlvbmFyeS1jaGFuZ2UtdG8tYnVzLXRyYXZlbC1pbi1uc3cvbmV3cy1zdG9yeS8yMDFhMjIyZDg1MDUwZWRjYjc0ZjNlNmZjYmNlZTZkMz9hbXA?oc=5,"Tue, 09 Aug 2022 07:00:00 GMT",autonomous vehicle technology
Cohda Wireless' driverless car trial given green light by South Australia government - SmartCompany,https://news.google.com/__i/rss/rd/articles/CBMiiwFodHRwczovL3d3dy5zbWFydGNvbXBhbnkuY29tLmF1L2luZHVzdHJpZXMvdHJhbnNwb3J0LWxvZ2lzdGljcy9jb2hkYS13aXJlbGVzcy1kcml2ZXJsZXNzLWNhci10cmlhbC1ncmVlbi1saWdodC1zb3V0aC1hdXN0cmFsaWFuLWdvdmVybm1lbnQv0gEA?oc=5,"Mon, 08 Oct 2018 07:00:00 GMT",autonomous vehicle technology
General Motors 'robo taxi' business hits the brakes - Drive,https://news.google.com/__i/rss/rd/articles/CBMiUGh0dHBzOi8vd3d3LmRyaXZlLmNvbS5hdS9uZXdzL2dlbmVyYWwtbW90b3JzLXJvYm8tdGF4aS1idXNpbmVzcy1oaXRzLXRoZS1icmFrZXMv0gEA?oc=5,"Mon, 01 Aug 2022 07:00:00 GMT",autonomous vehicle technology
What’s stopping driverless cars - news.com.au,https://news.google.com/__i/rss/rd/articles/CBMiqwFodHRwczovL3d3dy5uZXdzLmNvbS5hdS90ZWNobm9sb2d5L21vdG9yaW5nL21vdG9yaW5nLW5ld3Mvd2hlbi13ZXJlLWxpa2VseS10by1zZWUtZHJpdmVybGVzcy1jYXJzLWJlaW5nLXJvbGxlZC1vdXQtaW4tYXVzdHJhbGlhL25ld3Mtc3RvcnkvMmUzYWEyZWJkOWM3MzIyMTc0MTYxMTQ3NjE2MjYwNDDSAa8BaHR0cHM6Ly93d3cubmV3cy5jb20uYXUvdGVjaG5vbG9neS9tb3RvcmluZy9tb3RvcmluZy1uZXdzL3doZW4td2VyZS1saWtlbHktdG8tc2VlLWRyaXZlcmxlc3MtY2Fycy1iZWluZy1yb2xsZWQtb3V0LWluLWF1c3RyYWxpYS9uZXdzLXN0b3J5LzJlM2FhMmViZDljNzMyMjE3NDE2MTE0NzYxNjI2MDQwP2FtcA?oc=5,"Wed, 15 Dec 2021 08:00:00 GMT",driverless technology
South Australia kicks off six month driverless shuttle trial - ZDNet,https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL3NvdXRoLWF1c3RyYWxpYS1raWNrcy1vZmYtc2l4LW1vbnRoLWRyaXZlcmxlc3Mtc2h1dHRsZS10cmlhbC_SAQA?oc=5,"Thu, 17 Jan 2019 08:00:00 GMT",driverless technology
Car maker’s shock request to lawmakers - news.com.au,https://news.google.com/__i/rss/rd/articles/CBMimwFodHRwczovL3d3dy5uZXdzLmNvbS5hdS90ZWNobm9sb2d5L21vdG9yaW5nL2hpdGVjaC9nZW5lcmFsLW1vdG9ycy1wZXRpdGlvbnMtZ292ZXJubWVudC10by1yZW1vdmUtc3RlZXJpbmctd2hlZWwvbmV3cy1zdG9yeS82NTk5Y2Y0N2I0NDJkODZhOWJjNDgyODhhZTM4N2RiNdIBnwFodHRwczovL3d3dy5uZXdzLmNvbS5hdS90ZWNobm9sb2d5L21vdG9yaW5nL2hpdGVjaC9nZW5lcmFsLW1vdG9ycy1wZXRpdGlvbnMtZ292ZXJubWVudC10by1yZW1vdmUtc3RlZXJpbmctd2hlZWwvbmV3cy1zdG9yeS82NTk5Y2Y0N2I0NDJkODZhOWJjNDgyODhhZTM4N2RiNT9hbXA?oc=5,"Fri, 29 Jul 2022 07:00:00 GMT",driverless technology
First driverless car trials in Southern Hemisphere to be held in Adelaide - ABC News,https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3LmFiYy5uZXQuYXUvbmV3cy8yMDE1LTA3LTIxL2RyaXZlcmxlc3MtY2FyLXRyaWFscy1oZWxkLWluLWFkZWxhaWRlLzY2MzYzMzTSAQA?oc=5,"Mon, 20 Jul 2015 07:00:00 GMT",driverless technology
5G Industrial Incubation Lab Launched in South Australia - OpenGov Asia,https://news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vb3BlbmdvdmFzaWEuY29tLzVnLWluZHVzdHJpYWwtaW5jdWJhdGlvbi1sYWItbGF1bmNoZWQtaW4tc291dGgtYXVzdHJhbGlhL9IBAA?oc=5,"Mon, 05 Sep 2022 07:00:00 GMT",automation systems
Integrating process control and building automation systems - Food Engineering Magazine,https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LmZvb2RlbmdpbmVlcmluZ21hZy5jb20vYXJ0aWNsZXMvOTc1MTUtaW50ZWdyYXRpbmctcHJvY2Vzcy1jb250cm9sLWFuZC1idWlsZGluZy1hdXRvbWF0aW9uLXN5c3RlbXPSAQA?oc=5,"Mon, 21 May 2018 07:00:00 GMT",automation systems
Australia to take part in mission to moons of Mars - St George & Sutherland Shire Leader,https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vd3d3LnRoZWxlYWRlci5jb20uYXUvc3RvcnkvNzk2MTQzOS9hdXN0cmFsaWEtdG8tdGFrZS1wYXJ0LWluLW1pc3Npb24tdG8tbW9vbnMtb2YtbWFycy8_Y3M9OTM5N9IBAA?oc=5,"Sat, 29 Oct 2022 18:33:28 GMT",space exploration
Watch this space: Low Earth Orbit innovation - Lexology,https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LmxleG9sb2d5LmNvbS9saWJyYXJ5L2RldGFpbC5hc3B4P2c9YWY1YjU1YzctOGIwMi00YjRiLWJmYzAtZGJhOTNhZDY0MGQx0gEA?oc=5,"Tue, 25 Oct 2022 21:56:15 GMT",space exploration
Astronaut Brain Probing Findings To Be Presented In Adelaide - Triple M,https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LnRyaXBsZW0uY29tLmF1L3N0b3J5L2FzdHJvbmF1dC1icmFpbi1wcm9iaW5nLWZpbmRpbmdzLXRvLWJlLXByZXNlbnRlZC1pbi1hZGVsYWlkZS0yMDc5NjjSAQA?oc=5,"Sat, 29 Oct 2022 01:22:31 GMT",space exploration
First course in fundamentals of space resources - Mirage News,https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3Lm1pcmFnZW5ld3MuY29tL2ZpcnN0LWNvdXJzZS1pbi1mdW5kYW1lbnRhbHMtb2Ytc3BhY2UtcmVzb3VyY2VzLTg3NTc0MS_SAQA?oc=5,"Mon, 17 Oct 2022 07:00:00 GMT",space exploration
5000 Properties Powerless After Wild Winds And Heavy Rain Lash South Australia - Triple M,https://news.google.com/__i/rss/rd/articles/CBMidmh0dHBzOi8vd3d3LnRyaXBsZW0uY29tLmF1L3N0b3J5LzUwMDAtcHJvcGVydGllcy1wb3dlcmxlc3MtYWZ0ZXItd2lsZC13aW5kcy1hbmQtaGVhdnktcmFpbi1sYXNoLXNvdXRoLWF1c3RyYWxpYS0yMDY5NTjSAXVodHRwOi8vYW1wLnRyaXBsZW0uY29tLmF1L3N0b3J5LzUwMDAtcHJvcGVydGllcy1wb3dlcmxlc3MtYWZ0ZXItd2lsZC13aW5kcy1hbmQtaGVhdnktcmFpbi1sYXNoLXNvdXRoLWF1c3RyYWxpYS0yMDY5NTg?oc=5,"Wed, 05 Oct 2022 15:37:34 GMT",space exploration
Flood Alerts Issued For Mid-North As Heavy Rainfall Slams South Australia - Hit.com.au,https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LmhpdC5jb20uYXUvc3RvcnkvZmxvb2QtYWxlcnRzLWlzc3VlZC1mb3ItbWlkLW5vcnRoLWFzLWhlYXZ5LXJhaW5mYWxsLXNsYW1zLXNvdXRoLWF1c3RyYWxpYS0yMDk1MTnSAQA?oc=5,"Mon, 24 Oct 2022 00:12:25 GMT",space exploration
Extra-terrestrial lab launches in South Australia - The Lead South Australia,https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vdGhlbGVhZHNvdXRoYXVzdHJhbGlhLmNvbS5hdS9pbmR1c3RyaWVzL3NwYWNlL2V4dHJhLXRlcnJlc3RyaWFsLWxhYi1sYXVuY2hlcy1pbi1zb3V0aC1hdXN0cmFsaWEv0gEA?oc=5,"Thu, 24 Mar 2022 07:00:00 GMT",space exploration
Reaching for the stars: Adelaide student’s NASA dreams - Adelaide Advertiser,https://news.google.com/__i/rss/rd/articles/CBMirQFodHRwczovL3d3dy5hZGVsYWlkZW5vdy5jb20uYXUvbGlmZXN0eWxlL3VuaXZlcnNpdHktb2YtYWRlbGFpZGUtc3R1ZGVudC1qdXN0eWNlLW1hbnRvbi13YW50cy10by1iZS10aGUtZmlyc3QtaW5kaWdlbm91cy1hc3Ryb25hdXQvbmV3cy1zdG9yeS9iMDU1ODQyMmZlOTY3Y2VlOTY0MDM3NmYwZmE1NTNkM9IBsQFodHRwczovL3d3dy5hZGVsYWlkZW5vdy5jb20uYXUvbGlmZXN0eWxlL3VuaXZlcnNpdHktb2YtYWRlbGFpZGUtc3R1ZGVudC1qdXN0eWNlLW1hbnRvbi13YW50cy10by1iZS10aGUtZmlyc3QtaW5kaWdlbm91cy1hc3Ryb25hdXQvbmV3cy1zdG9yeS9iMDU1ODQyMmZlOTY3Y2VlOTY0MDM3NmYwZmE1NTNkMz9hbXA?oc=5,"Fri, 07 Oct 2022 07:00:00 GMT",space exploration
Police Launch Special Operation To Crackdown On Shoplifting - Hit.com.au,https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3LmhpdC5jb20uYXUvc3RvcnkvcG9saWNlLWxhdW5jaC1zcGVjaWFsLW9wZXJhdGlvbi10by1jcmFja2Rvd24tb24tc2hvcGxpZnRpbmctMjA4OTIz0gEA?oc=5,"Mon, 10 Oct 2022 05:59:32 GMT",space exploration
Media Statement - Perth - Prime Minister of Australia,https://news.google.com/__i/rss/rd/articles/CBMiMWh0dHBzOi8vd3d3LnBtLmdvdi5hdS9tZWRpYS9tZWRpYS1zdGF0ZW1lbnQtcGVydGjSAQA?oc=5,"Sat, 22 Oct 2022 05:17:27 GMT",space exploration
SA Aged Care Providers Sanctioned By Commission - Hit.com.au,https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LmhpdC5jb20uYXUvc3Rvcnkvc2EtYWdlZC1jYXJlLXByb3ZpZGVycy1zYW5jdGlvbmVkLWJ5LWNvbW1pc3Npb24tMjA5MDQw0gFSaHR0cDovL2FtcC5oaXQuY29tLmF1L3N0b3J5L3NhLWFnZWQtY2FyZS1wcm92aWRlcnMtc2FuY3Rpb25lZC1ieS1jb21taXNzaW9uLTIwOTA0MA?oc=5,"Wed, 12 Oct 2022 03:42:10 GMT",space exploration
NASA to Launch from Australia's Northern Territory - The Diplomat,https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vdGhlZGlwbG9tYXQuY29tLzIwMjIvMDYvbmFzYS10by1sYXVuY2gtZnJvbS1hdXN0cmFsaWFzLW5vcnRoZXJuLXRlcnJpdG9yeS_SAQA?oc=5,"Wed, 08 Jun 2022 07:00:00 GMT",space exploration
NCA Bomber Domenic Perre Jailed For “Barbaric And Ruthless” Murder - Hit.com.au,https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LmhpdC5jb20uYXUvc3RvcnkvbmNhLWJvbWJlci1kb21lbmljLXBlcnJlLWphaWxlZC1mb3ItYmFyYmFyaWMtYW5kLXJ1dGhsZXNzLW11cmRlci0yMDg4MzDSAQA?oc=5,"Fri, 07 Oct 2022 04:03:45 GMT",space exploration
Moon-bound NASA spacecraft arrives at launchpad for tests - Cosmos,https://news.google.com/__i/rss/rd/articles/CBMiR2h0dHBzOi8vY29zbW9zbWFnYXppbmUuY29tL3NwYWNlL2V4cGxvcmF0aW9uL21vb24tbmFzYS1zcGFjZWNyYWZ0LXRlc3Qv0gEA?oc=5,"Tue, 22 Mar 2022 07:00:00 GMT",space exploration
Lot Fourteen to welcome Australia's first Airbus Defence and Space office • Glam Adelaide - Glam Adelaide,https://news.google.com/__i/rss/rd/articles/CBMiZWh0dHBzOi8vZ2xhbWFkZWxhaWRlLmNvbS5hdS9sb3QtZm91cnRlZW4tdG8td2VsY29tZS1hdXN0cmFsaWFzLWZpcnN0LWFpcmJ1cy1kZWZlbmNlLWFuZC1zcGFjZS1vZmZpY2Uv0gEA?oc=5,"Tue, 27 Sep 2022 04:34:04 GMT",space exploration
PwC supporting Seven Sisters: Australia’s space mission to the Moon - Consultancy.com.au,https://news.google.com/__i/rss/rd/articles/CBMiamh0dHBzOi8vd3d3LmNvbnN1bHRhbmN5LmNvbS5hdS9uZXdzLzUxODkvcHdjLXN1cHBvcnRpbmctc2V2ZW4tc2lzdGVycy1hdXN0cmFsaWFzLXNwYWNlLW1pc3Npb24tdG8tdGhlLW1vb27SAW5odHRwczovL3d3dy5jb25zdWx0YW5jeS5jb20uYXUvbmV3cy9hbXAvNTE4OS9wd2Mtc3VwcG9ydGluZy1zZXZlbi1zaXN0ZXJzLWF1c3RyYWxpYXMtc3BhY2UtbWlzc2lvbi10by10aGUtbW9vbg?oc=5,"Mon, 28 Mar 2022 07:00:00 GMT",space exploration
Developing Australia's role in space is vital for national security | The Strategist - The Strategist,https://news.google.com/__i/rss/rd/articles/CBMiZWh0dHBzOi8vd3d3LmFzcGlzdHJhdGVnaXN0Lm9yZy5hdS9kZXZlbG9waW5nLWF1c3RyYWxpYXMtcm9sZS1pbi1zcGFjZS1pcy12aXRhbC1mb3ItbmF0aW9uYWwtc2VjdXJpdHkv0gEA?oc=5,"Wed, 20 Jul 2022 07:00:00 GMT",space exploration
Outback to orbit: Australia's long history in space exploration - Create - create digital,https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vY3JlYXRlZGlnaXRhbC5vcmcuYXUvb3V0YmFjay10by1vcmJpdC1hdXN0cmFsaWFzLWxvbmctaGlzdG9yeS1pbi1zcGFjZS1leHBsb3JhdGlvbi_SAQA?oc=5,"Thu, 18 Apr 2019 07:00:00 GMT",space exploration
"Houston, we don’t have a problem: SA firm’s moon mission - Adelaide Advertiser",https://news.google.com/__i/rss/rd/articles/CBMilAFodHRwczovL3d3dy5hZGVsYWlkZW5vdy5jb20uYXUvYnVzaW5lc3Mvc2EtYnVzaW5lc3MvZmxlZXQtc3BhY2UtdGVjaG5vbG9naWVzLWpvaW5zLW5hc2FzLWFydGVtaXMtbWlzc2lvbi9uZXdzLXN0b3J5LzVlNTA5Y2ZhNGU3NmNmZjBmMTM3NGU3NDU5YjFlZDI30gEA?oc=5,"Thu, 03 Feb 2022 08:00:00 GMT",space exploration
Space Café Italy by Dr. Emma Gatti: Dr. Luca Rossettini - D-Orbit and the Future of Space Exploration in Italy - SpaceWatch.Global,https://news.google.com/__i/rss/rd/articles/CBMijAFodHRwczovL3NwYWNld2F0Y2guZ2xvYmFsLzIwMjIvMDQvc3BhY2UtY2FmZS1pdGFseS1ieS1kci1lbW1hLWdhdHRpLWRyLWx1Y2Etcm9zc2V0dGluaS1kLW9yYml0LWFuZC10aGUtZnV0dXJlLW9mLXNwYWNlLWV4cGxvcmF0aW9uLWluLWl0YWx5L9IBAA?oc=5,"Mon, 11 Apr 2022 07:34:35 GMT",space exploration
Australian Government Commits AUS $65 Million to Fast Track Space Jobs and Technologies – Parabolic Arc - Parabolic Arc,https://news.google.com/__i/rss/rd/articles/CBMifmh0dHA6Ly93d3cucGFyYWJvbGljYXJjLmNvbS8yMDIyLzAyLzI3L2F1c3RyYWxpYW4tZ292ZXJubWVudC1jb21taXRzLWF1cy02NS1taWxsaW9uLXRvLWZhc3QtdHJhY2stc3BhY2Utam9icy1hbmQtdGVjaG5vbG9naWVzL9IBAA?oc=5,"Sun, 27 Feb 2022 08:00:00 GMT",space exploration
"The Space Café Podcast #060 - Paul Taylor, Space Analyst: Is Europe losing the space race? - SpaceWatch.Global",https://news.google.com/__i/rss/rd/articles/CBMid2h0dHBzOi8vc3BhY2V3YXRjaC5nbG9iYWwvMjAyMi8wOC90aGUtc3BhY2UtY2FmZS1wb2RjYXN0LTA2MC1wYXVsLXRheWxvci1zcGFjZS1hbmFseXN0LWlzLWV1cm9wZS1sb3NpbmctdGhlLXNwYWNlLXJhY2Uv0gEA?oc=5,"Tue, 02 Aug 2022 07:00:00 GMT",space exploration
From the moon to deep beyond: Australia’s future in space exploration - The Guardian,https://news.google.com/__i/rss/rd/articles/CBMic2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9zY2llbmNlLzIwMTkvanVsLzIwL2Zyb20tdGhlLW1vb24tdG8tZGVlcC1iZXlvbmQtYXVzdHJhbGlhcy1mdXR1cmUtaW4tc3BhY2UtZXhwbG9yYXRpb27SAXNodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vc2NpZW5jZS8yMDE5L2p1bC8yMC9mcm9tLXRoZS1tb29uLXRvLWRlZXAtYmV5b25kLWF1c3RyYWxpYXMtZnV0dXJlLWluLXNwYWNlLWV4cGxvcmF0aW9u?oc=5,"Fri, 19 Jul 2019 07:00:00 GMT",space exploration
Global gaming company to open studio in Adelaide in world first • Glam Adelaide - Glam Adelaide,https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vZ2xhbWFkZWxhaWRlLmNvbS5hdS9nbG9iYWwtZ2FtaW5nLWNvbXBhbnktdG8tb3Blbi1zdHVkaW8taW4tYWRlbGFpZGUtaW4td29ybGQtZmlyc3Qv0gEA?oc=5,"Wed, 17 Aug 2022 04:31:27 GMT",space exploration
Past present: archaeology's giant leap onto the International Space Station - Cosmos,https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vY29zbW9zbWFnYXppbmUuY29tL3NwYWNlL2V4cGxvcmF0aW9uL2ludGVybmF0aW9uYWwtc3BhY2Utc3RhdGlvbi1hcmNoYWVvbG9naWNhbC1wcm9qZWN0L9IBYGh0dHBzOi8vY29zbW9zbWFnYXppbmUuY29tL3NwYWNlL2V4cGxvcmF0aW9uL2ludGVybmF0aW9uYWwtc3BhY2Utc3RhdGlvbi1hcmNoYWVvbG9naWNhbC1wcm9qZWN0Lw?oc=5,"Fri, 21 Jan 2022 08:00:00 GMT",space exploration
Are we trashing space? - The Planetary Society,https://news.google.com/__i/rss/rd/articles/CBMiLmh0dHBzOi8vd3d3LnBsYW5ldGFyeS5vcmcvYXJ0aWNsZXMvc3BhY2UtdHJhc2jSAQA?oc=5,"Thu, 21 Apr 2022 07:00:00 GMT",space exploration
SA Rocket Missions Approved For Take-Off - Triple M,https://news.google.com/__i/rss/rd/articles/CBMiUGh0dHBzOi8vd3d3LnRyaXBsZW0uY29tLmF1L3N0b3J5L3NhLXJvY2tldC1taXNzaW9ucy1hcHByb3ZlZC1mb3ItdGFrZS1vZmYtMjAzMTUz0gFPaHR0cDovL2FtcC50cmlwbGVtLmNvbS5hdS9zdG9yeS9zYS1yb2NrZXQtbWlzc2lvbnMtYXBwcm92ZWQtZm9yLXRha2Utb2ZmLTIwMzE1Mw?oc=5,"Wed, 20 Jul 2022 05:22:40 GMT",space exploration
SpaceX and US Air Force veteran Lee Rosen joins Skyrora - SpaceWatch.Global,https://news.google.com/__i/rss/rd/articles/CBMiWmh0dHBzOi8vc3BhY2V3YXRjaC5nbG9iYWwvMjAyMi8wNi9zcGFjZXgtYW5kLXVzLWFpci1mb3JjZS12ZXRlcmFuLWxlZS1yb3Nlbi1qb2lucy1za3lyb3JhL9IBAA?oc=5,"Wed, 08 Jun 2022 07:00:00 GMT",space exploration
"NASA Search and Rescue Partners With Australian Space Research Center, SmartSat CRC - NASA",https://news.google.com/__i/rss/rd/articles/CBMib2h0dHBzOi8vd3d3Lm5hc2EuZ292L2ZlYXR1cmUvbmFzYS1zZWFyY2gtYW5kLXJlc2N1ZS1wYXJ0bmVycy13aXRoLWF1c3RyYWxpYW4tc3BhY2UtcmVzZWFyY2gtY2VudGVyLXNtYXJ0c2F0LWNyY9IBAA?oc=5,"Tue, 08 Sep 2020 07:00:00 GMT",space exploration
Artemis 1 is to launch with several payloads at the end of the month - SpaceWatch.Global,https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vc3BhY2V3YXRjaC5nbG9iYWwvMjAyMi8wOC9hcnRlbWlzLTEtaXMtdG8tbGF1bmNoLXdpdGgtc2V2ZXJhbC1wYXlsb2Fkcy1hdC10aGUtZW5kLW9mLXRoZS1tb250aC_SAQA?oc=5,"Fri, 19 Aug 2022 07:00:00 GMT",space exploration
What happens when you ask the internet to name a Uranus mission • Glam Adelaide - Glam Adelaide,https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vZ2xhbWFkZWxhaWRlLmNvbS5hdS93aGF0LWhhcHBlbnMtd2hlbi15b3UtYXNrLXRoZS1pbnRlcm5ldC10by1uYW1lLWEtdXJhbnVzLW1pc3Npb24v0gEA?oc=5,"Thu, 15 Sep 2022 07:00:00 GMT",space exploration
Southern Launch opens new headquarters while new trailblazer hub is established - SpaceWatch.Global,https://news.google.com/__i/rss/rd/articles/CBMicmh0dHBzOi8vc3BhY2V3YXRjaC5nbG9iYWwvMjAyMi8wNS9zb3V0aGVybi1sYXVuY2gtb3BlbnMtbmV3LWhlYWRxdWFydGVycy13aGlsZS1uZXctdHJhaWxibGF6ZXItaHViLWlzLWVzdGFibGlzaGVkL9IBAA?oc=5,"Mon, 16 May 2022 07:00:00 GMT",space exploration
Mission to the Moon stopped at last moment - news.com.au,https://news.google.com/__i/rss/rd/articles/CBMirwFodHRwczovL3d3dy5uZXdzLmNvbS5hdS90ZWNobm9sb2d5L3NjaWVuY2Uvc3BhY2UvbmFzYXMtbW9zdC1wb3dlcmZ1bC1yb2NrZXQtdG8tbGlmdG9mZi1vbi1hLW1pc3Npb24tdG8tc2VuZC1odW1hbnMtYmFjay10by10aGUtbW9vbi9uZXdzLXN0b3J5LzlkNGI2NTgyZTU0N2ZmZWEwOTNhYmI4NDBkNmZiN2Rh0gEA?oc=5,"Tue, 30 Aug 2022 07:00:00 GMT",space exploration
Streaky Bay kid becomes bronzed Aussie - The Lead South Australia,https://news.google.com/__i/rss/rd/articles/CBMiaWh0dHBzOi8vdGhlbGVhZHNvdXRoYXVzdHJhbGlhLmNvbS5hdS9pbmR1c3RyaWVzL3JlZ2lvbmFsLXNob3djYXNlL3N0cmVha3ktYmF5LWtpZC1iZWNvbWVzLWJyb256ZWQtYXVzc2llL9IBAA?oc=5,"Thu, 31 Mar 2022 07:00:00 GMT",space exploration
‘Incredible milestone’: Nasa launches rocket from Australian space centre - The Guardian Australia,https://news.google.com/__i/rss/rd/articles/CBMifWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9hdXN0cmFsaWEtbmV3cy8yMDIyL2p1bi8yNy9pbmNyZWRpYmxlLW1pbGVzdG9uZS1uYXNhLWxhdW5jaGVzLXJvY2tldC1mcm9tLWF1c3RyYWxpYW4tc3BhY2UtY2VudHJl0gEA?oc=5,"Sun, 26 Jun 2022 07:00:00 GMT",space exploration
